seed,hiddenCount,hiddenFraction,T,mode,eventGORelativeDeviation,postGORelativeDeviation,eventLORelativeDeviation,postPairRelativeDeviation,eventPairRelativeDeviation,eventInputMassRelativeDeviation,eventTurnTrackingError,postTurnTrackingError,eventFollowerLeaderError,controlEventGO,treatmentEventGO,controlPostPair,treatmentPostPair,eventGOLoss,postPairIncrease,eventActiveNeighbors,eventFreshNeighbors,meanPredictionError,p90PredictionError,recoveryTime,turnAngle
201,7,0.466666666666667,3,none,0.000699582069076314,0.00218012218945991,0.000945329923936634,0.000428563185673307,2.26835315301339e-05,0.466666666666666,0.262185699028661,0.676489532325595,0.820143779588339,0.620693149044389,0.620598710136476,0.258778912046596,0.258668008931665,9.44389079126751e-05,-0.000110903114931762,8,8,NaN,NaN,1.2,0.075
201,7,0.466666666666667,3,hold,4.11457512626234e-05,0.00012883632520167,2.03577649864376e-05,1.11183364421884e-05,4.23733577515709e-07,4.61369692914727e-17,0.255571499575793,0.666093075693107,0.820502556989714,0.620693149044389,0.620715232190964,0.258778912046596,0.258781789237605,-2.20831465748472e-05,2.87719100827755e-06,15,8,0.0122989653672844,0.0244488432553425,1.2,0.075
201,7,0.466666666666667,3,mean,3.97959144407044e-05,0.000298932397603304,0.000106387569441059,0.000123591777884716,4.05085623547454e-07,4.61369692914727e-17,0.255571508046994,0.66609058911779,0.820343882719735,0.620693149044389,0.620716653128885,0.258778912046596,0.258746929100777,-2.35040844962175e-05,-3.19829458189114e-05,15,8,0.0124776669884271,0.0258853213150436,1.2,0.075
201,7,0.466666666666667,3,kalman,4.03412587757179e-05,0.000299612643142094,8.78897288401536e-05,0.000123053019811711,3.87663663619029e-07,1.53789897638242e-17,0.255571505242435,0.666090592975565,0.820374963928559,0.620693149044389,0.620717562314326,0.258778912046596,0.258747068520005,-2.44132699372623e-05,-3.18435265909228e-05,15,8,0.0124776735843326,0.0258853202343028,1.2,0.075
201,7,0.466666666666667,3,kalman-gm,2.82729895502936e-05,5.72816869117288e-05,8.73074181456468e-06,5.64301616831541e-06,3.10022835195675e-07,7.68949488191212e-17,0.255571501406495,0.666093047717062,0.820507557888786,0.620693149044389,0.620710354798459,0.258778912046596,0.258780372340181,-1.72057540704484e-05,1.46029358469801e-06,15,8,0.00691153342941304,0.0145695857605741,1.2,0.075
201,7,0.466666666666667,6,none,0.00210400966714983,0.0034161397881815,0.00203898185709289,0.000127554986653181,2.91283548218382e-05,0.466666666666666,0.300033589382987,0.746143474577958,0.820028129924724,0.619669905738535,0.620380562669574,0.257980404438362,0.257956500950698,-0.000710656931039166,-2.39034876640426e-05,8,8,NaN,NaN,1.2,0.15
201,7,0.466666666666667,6,hold,0.000934811406025298,0.000499876294064202,0.00140879944741261,4.95091663166477e-05,1.87637742823933e-06,6.9205453937209e-17,0.293071483500863,0.735991836954552,0.819937774651747,0.619669905738535,0.62022849792682,0.257980404438362,0.257967654133012,-0.000558592188285661,-1.27503053497191e-05,15,8,0.0271771029409025,0.0375629659677328,1.2,0.15
201,7,0.466666666666667,6,mean,0.00032973875114119,0.000474862901896956,0.00141113716282594,0.000143672630894944,5.45773194144048e-06,3.84474744095606e-17,0.293071498078362,0.736062756649372,0.819345247449975,0.619669905738535,0.619819130289485,0.257980404438362,0.257943339714937,-0.000149224550950255,-3.7064723425001e-05,15,8,0.0288241425040552,0.0439313852590786,1.2,0.15
201,7,0.466666666666667,6,kalman,0.00038410292402991,0.000377926043334882,0.00138829291463642,0.000135546126505225,5.38001693854699e-06,3.07579795276485e-17,0.293071486457316,0.736011995347677,0.819416663967554,0.619669905738535,0.619790605260837,0.257980404438362,0.257945436193826,-0.000120699522302314,-3.49682445358712e-05,15,8,0.0288242720975562,0.0439313851446395,1.2,0.15
201,7,0.466666666666667,6,kalman-gm,0.000161263443316091,0.000124637415368949,7.94422618954262e-05,2.20512665373383e-06,1.22323600957344e-06,6.9205453937209e-17,0.293071486831798,0.736018054025975,0.821379435100268,0.619669905738535,0.619758812215279,0.257980404438362,0.2579800200969,-8.89064767439163e-05,-3.84341461973636e-07,15,8,0.019349314006317,0.0226555561285506,1.2,0.15
201,7,0.466666666666667,10.2,none,0.00741814821068536,0.00465762069989896,0.00626422615520993,0.000926161742243944,3.44788964383688e-05,0.466666666666666,0.352673311673082,0.83550069977137,0.81860089943197,0.616454826456683,0.62067887705331,0.256843355035923,0.257081233525107,-0.00422405059662651,0.00023787848918385,8,8,NaN,NaN,1.2,0.255
201,7,0.466666666666667,10.2,hold,0.00111553731577369,0.00151642216822461,0.00193092091001166,7.90104471457736e-05,4.03915463910106e-06,6.3325251968688e-17,0.345571460155696,0.826751967664523,0.821815256793742,0.616454826456683,0.617033029844574,0.256843355035923,0.256863648344251,-0.00057820338789099,2.0293308327809e-05,15,8,0.0545540857304458,0.0624790480404043,1.2,0.255
201,7,0.466666666666667,10.2,mean,0.000894543790483107,0.00228829442095129,0.00284798736833663,0.000495986260997582,2.95930419491912e-05,3.61858582678217e-17,0.345571477291923,0.827034272649417,0.820241679482227,0.616454826456683,0.616919871444164,0.256843355035923,0.256715964260597,-0.000465044987480355,-0.000127390775326342,15,8,0.0581909298376367,0.0713517505164241,1.2,0.255
201,7,0.466666666666667,10.2,kalman,0.000611137738631116,0.00213084923350933,0.00203948481607028,0.000538062496820881,2.61509922758299e-05,2.26161614173886e-17,0.345571454578405,0.826167912265844,0.821392053953157,0.616454826456683,0.616608798697315,0.256843355035923,0.25670515725902,-0.000153972240632039,-0.000138197776902481,15,8,0.058194411508482,0.0713383361553204,1.2,0.255
201,7,0.466666666666667,10.2,kalman-gm,0.000342449936091362,0.00100367860395286,0.000478903767082356,0.000123765386447002,1.84483323875392e-06,5.88020196852102e-17,0.345571463289476,0.826888843594664,0.823862243263999,0.616454826456683,0.616463846370053,0.256843355035923,0.256875143353015,-9.01991336956525e-06,3.17883170923655e-05,15,8,0.0429162990584917,0.0376757185451702,1.2,0.255
201,7,0.466666666666667,18,none,0.0115719939237495,0.00388679620643725,0.00643223854004886,0.0036892962106807,0.000308975468935276,0.466666666666666,0.450256406823212,0.965215946825067,0.818770464784787,0.613462093670414,0.620363361777126,0.254740774080511,0.255680588253032,-0.00690126810671251,0.000939814172521098,8,8,NaN,NaN,1.2,0.45
201,7,0.466666666666667,18,hold,0.00289585157678037,0.00752636304413011,0.00459364862792691,0.000296167866220281,3.17574402346439e-05,6.9205453937209e-17,0.443071428406088,0.962123680058967,0.826161208120831,0.613462093670414,0.6124216388453,0.254740774080511,0.25481622011201,0.00104045482511336,7.54460314987276e-05,15,8,0.100740921940489,0.123324884044915,1.2,0.45
201,7,0.466666666666667,18,mean,0.00144913207433486,0.00671397368236477,0.0026764932617046,0.00151793275341131,0.000115604579334746,3.58843094489232e-17,0.443071440071942,0.962071306475339,0.823393885400196,0.613462093670414,0.613362693569245,0.254740774080511,0.254354094715905,9.94001011688191e-05,-0.000386679364606159,15,8,0.1089046463923,0.131632643539625,1.2,0.45
201,7,0.466666666666667,18,kalman,0.0023320337141133,0.00371858517793228,0.00248477990022686,0.00100532208245379,9.25463182494966e-05,3.84474744095606e-17,0.443071423031083,0.957080665925263,0.825607983670046,0.613462093670414,0.61233221564688,0.254740774080511,0.254484677555027,0.00112987802353336,-0.00025609652548451,15,8,0.108958780173281,0.131438441387129,1.2,0.45
201,7,0.466666666666667,18,kalman-gm,0.00225332442632606,0.00587491860373686,0.00403283299767276,9.45651827044728e-05,2.83731093502537e-05,5.63896291340222e-17,0.443071430216982,0.962165052575066,0.827305979150532,0.613462093670414,0.612204501953387,0.254740774080511,0.254763046627838,0.00125759171702671,2.22725473272628e-05,15,8,0.0849149650585128,0.0759158523611601,1.2,0.45
201,7,0.466666666666667,30,none,0.0116778595116175,0.0102016276251758,0.0134852654345173,0.0098562432284173,0.00160499587421402,0.466666666666666,0.598328035198373,1.07740365176645,0.817352872347389,0.61337352961391,0.62041779261267,0.251666117837944,0.254146600307706,-0.00704426299876087,0.0024804824697623,8,8,NaN,NaN,1.2,0.75
201,7,0.466666666666667,30,hold,0.00356369425130007,0.00248776420938575,0.00813200709666378,0.00132776154786965,0.000240305445828304,6.61296559844442e-17,0.592105139413198,1.07617650816039,0.823332673806561,0.61337352961391,0.611653588666697,0.251666117837944,0.25200027043211,0.00171994094721252,0.000334152594166854,15,8,0.155517475250897,0.23323672808672,1.2,0.75
201,7,0.466666666666667,30,mean,0.00516825981517108,0.0115726503162876,0.00271222054397149,0.00247863531471677,0.000420524087897642,4.92127672442375e-17,0.592914829948982,1.07531674247752,0.82619439181539,0.61337352961391,0.610677208346211,0.251666117837944,0.251042329310753,0.00269632126769866,-0.000623788527190799,15,8,0.172247505294439,0.238931090372281,1.2,0.75
201,7,0.466666666666667,30,kalman,0.0040797279558911,0.00468884467456008,0.0039174885403597,0.00131327284846346,0.000326169880466392,4.45990703150903e-17,0.59284812670263,1.06753756289881,0.824165923746885,0.61337352961391,0.611051574234482,0.251666117837944,0.251335611558509,0.00232195537942752,-0.000330506279434777,15,8,0.173027002624094,0.239493595327237,1.2,0.75
201,7,0.466666666666667,30,kalman-gm,0.00280467209190137,0.00243645432186919,0.00657090772491678,0.000911771991570125,0.000157798157949617,5.53643631497672e-17,0.592084471862572,1.07536669419274,0.824604737504185,0.61337352961391,0.611730722964022,0.251666117837944,0.251895579955415,0.00164280664988756,0.000229462117471824,15,8,0.135452303129548,0.174057503475446,1.2,0.75
201,11,0.733333333333333,3,none,0.00247840652100545,0.00411558834564525,0.00235089425538873,0.000508263118274196,2.3852510736378e-05,0.733333333333333,0.26973689649576,0.708480060523683,0.825272153345337,0.620693149044389,0.619183654600332,0.258778912046596,0.258647384269816,0.0015094944440566,-0.000131527776780407,4,4,NaN,NaN,1.2,0.075
201,11,0.733333333333333,3,hold,0.000294398922538258,0.000454724970876614,0.000238528556575534,9.42026716994257e-05,3.15833569507832e-06,3.07579795276485e-17,0.255571493069939,0.666090758838744,0.819819098116388,0.620693149044389,0.620867450778963,0.258778912046596,0.258754542264908,-0.00017430173457359,-2.43697816888172e-05,15,4,0.0134940680576182,0.0274943080617547,1.2,0.075
201,11,0.733333333333333,3,mean,0.000125036120494274,0.000344857200795669,0.000565535058707864,0.000139966023607593,8.89829560119878e-07,6.15159590552969e-17,0.255571486779194,0.666090564238995,0.819561114509484,0.620693149044389,0.620737533223613,0.258778912046596,0.258742691791284,-4.43841792240773e-05,-3.62202553126612e-05,15,4,0.0152205886595969,0.0257641364689922,1.2,0.075
201,11,0.733333333333333,3,kalman,0.000129276372490358,0.000345565010110604,0.000556362767854571,0.00013914925916557,8.82445811822441e-07,6.15159590552969e-17,0.25557148320689,0.666090605865149,0.819575480331259,0.620693149044389,0.620740206969793,0.258778912046596,0.258742903152697,-4.7057925403593e-05,-3.60088938989561e-05,15,4,0.0152205647190345,0.0257641364689922,1.2,0.075
201,11,0.733333333333333,3,kalman-gm,0.000757699203001156,0.000834385824859863,0.000321380854943099,7.04388123523418e-05,1.8865383379908e-06,7.68949488191212e-17,0.255571492299846,0.666098012229575,0.81995191201149,0.620693149044389,0.621163447748728,0.258778912046596,0.258797140125823,-0.000470298704339211,1.82280792263934e-05,15,4,0.0130565505117212,0.0147213406323412,1.2,0.075
201,11,0.733333333333333,6,none,0.00310938943826114,0.00538267015985969,0.00347780125562488,0.000141463803195915,3.60184052339772e-05,0.733333333333333,0.312311548370643,0.77544698788303,0.82628377795878,0.619669905738535,0.618921703242322,0.257980404438362,0.257999441396111,0.000748202496212591,1.9036957749603e-05,4,4,NaN,NaN,1.2,0.15
201,11,0.733333333333333,6,hold,0.00137244997357729,0.000919206186640394,0.00203111598670655,1.79103790197855e-05,3.34525897843519e-06,4.61369692914727e-17,0.293071478467442,0.735939089517535,0.818304965319293,0.619669905738535,0.620445079738374,0.257980404438362,0.257976873399245,-0.000775173999838696,-3.5310391165283e-06,15,4,0.026335162188949,0.0439899807087878,1.2,0.15
201,11,0.733333333333333,6,mean,0.000710986706752164,0.000610781713396897,0.00198773271829337,0.000178024721958993,6.89948034276396e-06,5.38264641733848e-17,0.29307146814661,0.736074903885666,0.818559965196548,0.619669905738535,0.619959654147205,0.257980404438362,0.257934477548591,-0.000289748408670104,-4.5926889771008e-05,15,4,0.0297783169518506,0.0439313846671139,1.2,0.15
201,11,0.733333333333333,6,kalman,0.000594149255899679,0.000608745908284429,0.0018221083331662,0.00016625250785064,6.10860476552211e-06,6.15159590552969e-17,0.2930714570687,0.736061264826742,0.818881105181642,0.619669905738535,0.619888898291496,0.257980404438362,0.257937514549147,-0.000218992552961011,-4.28898892141999e-05,15,4,0.0297786077581267,0.0439540448044318,1.2,0.15
201,11,0.733333333333333,6,kalman-gm,0.00210690690450451,0.000930340043251611,0.00100518360333427,5.07910214639987e-05,1.28617068408753e-05,6.9205453937209e-17,0.29307147687873,0.735991487064521,0.819732508319714,0.619669905738535,0.620975492541449,0.257980404438362,0.257993507526621,-0.00130558680291418,1.31030882591199e-05,15,4,0.0254138138984795,0.0231411209915883,1.2,0.15
201,11,0.733333333333333,10.2,none,0.00640160107667075,0.00657497377374188,0.00436805204425439,0.00124266854432139,5.13088505822176e-05,0.733333333333333,0.36690111090736,0.851534988141317,0.825126771871573,0.616454826456683,0.618827596363139,0.256843355035923,0.257162526194044,-0.00237276990645559,0.000319171158121113,4,4,NaN,NaN,1.2,0.255
201,11,0.733333333333333,10.2,hold,0.00152636761019062,0.00239216195444317,0.00247519166067143,0.00023637863690794,4.51384420463007e-06,4.07090905512994e-17,0.345571455857699,0.825368171331131,0.820260217300395,0.616454826456683,0.617323738108041,0.256843355035923,0.256904067318085,-0.000868911651358113,6.07122821622535e-05,15,4,0.0481297673863755,0.0736101228800017,1.2,0.255
201,11,0.733333333333333,10.2,mean,0.00171614906893459,0.00304235296428449,0.00407513452000083,0.000562745863416703,3.69240608876028e-05,4.07090905512994e-17,0.345571444446396,0.82710083965431,0.819432668421748,0.616454826456683,0.617424032093803,0.256843355035923,0.25669881750033,-0.000969205637120127,-0.000144537535592533,15,4,0.0544619648885189,0.0704531802536066,1.2,0.255
201,11,0.733333333333333,10.2,kalman,0.00199593004468006,0.00382607915140519,0.00429399662337806,0.000715433182927375,3.40337097479211e-05,6.3325251968688e-17,0.345571429194587,0.827075404903948,0.818904230877556,0.616454826456683,0.617597471953974,0.256843355035923,0.256659600776916,-0.00114264549729118,-0.000183754259007096,15,4,0.0544637330205184,0.0704531752261477,1.2,0.255
201,11,0.733333333333333,10.2,kalman-gm,0.0023369775852389,0.00134305848783895,0.00146519209682203,0.000187684534216644,2.75938868452184e-05,5.42787874017325e-17,0.345571453297318,0.826861014599068,0.821485915007704,0.616454826456683,0.617873711526503,0.256843355035923,0.256891560561379,-0.00141888506981997,4.82055254565572e-05,15,4,0.042801286023502,0.0383333640305068,1.2,0.255
201,11,0.733333333333333,18,none,0.0100792772000212,0.0036261973535489,0.0050407624691993,0.00459794083611168,0.000384381157191366,0.733333333333333,0.465694649620565,0.961739038054782,0.824094172952843,0.613462093670414,0.618753682312115,0.254740774080511,0.255912057088279,-0.00529158864170139,0.00117128300776748,4,4,NaN,NaN,1.2,0.45
201,11,0.733333333333333,18,hold,0.00377830991746668,0.00928739438336841,0.00627494239915114,0.000632651391697913,5.93811672252824e-05,3.84474744095606e-17,0.443071425744644,0.95777460336657,0.826747737951335,0.613462093670414,0.612224221973208,0.254740774080511,0.254901936185755,0.00123787169720539,0.000161162105244239,15,4,0.0967099165936667,0.139095275962253,1.2,0.45
201,11,0.733333333333333,18,mean,0.00192445460555114,0.0073396865052365,0.0047674636013317,0.00190092866719687,0.000131799008847817,5.12632992127474e-17,0.443071418193202,0.964061610008661,0.821212156866027,0.613462093670414,0.614592397402947,0.254740774080511,0.254256530040358,-0.00113030373253362,-0.000484244040153565,15,4,0.106701022809267,0.129416681483271,1.2,0.45
201,11,0.733333333333333,18,kalman,0.00289293635112873,0.0038830612553179,0.00503683079227387,0.00191195625864161,0.000136193191560917,6.40791240159343e-17,0.443071407898866,0.964839289607122,0.819807427181723,0.613462093670414,0.614558379541139,0.254740774080511,0.254253720863177,-0.00109628587072515,-0.000487053217334441,15,4,0.107208301053177,0.12957457358073,1.2,0.45
201,11,0.733333333333333,18,kalman-gm,0.00469096527902826,0.00652370605966333,0.00501683128564515,9.50491739401363e-05,5.878206213694e-05,5.12632992127474e-17,0.443071423791936,0.962081317003777,0.827144371036872,0.613462093670414,0.612298106918867,0.254740774080511,0.254744328605819,0.00116398675154702,3.55452530818423e-06,15,4,0.0827888580320095,0.0780360914792491,1.2,0.45
201,11,0.733333333333333,30,none,0.00815954361989933,0.00833087855703881,0.0166136073232453,0.0116588678422636,0.00186759743714929,0.733333333333333,0.611697165905779,1.05453924522347,0.822653801240975,0.61337352961391,0.617843378172821,0.251666117837944,0.254600259846192,-0.00446984855891146,0.00293414200824811,4,4,NaN,NaN,1.2,0.75
201,11,0.733333333333333,30,hold,0.00578943460630277,0.0042285085838483,0.0125670733197139,0.00148166147184482,0.000309728021167223,5.22885651970024e-17,0.592651312936813,1.06757333254182,0.82634523430276,0.61337352961391,0.61051188473511,0.251666117837944,0.252039001828513,0.00286164487879953,0.00037288399056924,15,4,0.158001966135526,0.253801502056604,1.2,0.75
201,11,0.733333333333333,30,mean,0.00353752807448874,0.00940825073201049,0.00547997203999494,0.00657826652713466,0.000483563641238387,5.99780600789145e-17,0.592580891117414,1.07922175702617,0.820875667936683,0.61337352961391,0.612590233743169,0.251666117837944,0.250010591038956,0.00078329587074024,-0.00165552679898727,15,4,0.171948821640456,0.24298223612071,1.2,0.75
201,11,0.733333333333333,30,kalman,0.00495477704701978,0.0042903521468712,0.00495477792317478,0.00585674913851322,0.000424332811324681,5.99780600789145e-17,0.587686490257016,1.06668665434943,0.815890688511406,0.61337352961391,0.612128361959811,0.251666117837944,0.250192172519103,0.00124516765409873,-0.00147394531884034,15,4,0.172395661077682,0.243145820693193,1.2,0.75
201,11,0.733333333333333,30,kalman-gm,0.00698271002444289,0.0107283383229476,0.00922494820529108,0.0004817459835829,0.000142329596432573,5.38264641733848e-17,0.592508775557008,1.07536479127299,0.826960221183292,0.61337352961391,0.610118765697863,0.251666117837944,0.251778115807115,0.00325476391604644,0.000111997969171569,15,4,0.134540971035082,0.169360273653854,1.2,0.75
201,13,0.866666666666667,3,none,0.00261455330158593,0.00169009146925956,0.00221393593957519,0.000400439155297223,2.11311241939686e-05,0.866666666666667,0.267750804775938,0.708273885706525,0.822654550066205,0.620693149044389,0.619070313722283,0.258778912046596,0.258675286837648,0.00162283532210578,-0.000103625208948673,2,2,NaN,NaN,1.2,0.075
201,13,0.866666666666667,3,hold,0.000324862053765556,0.000510469475645838,0.000217904102839921,8.64348204773501e-05,3.39741135271118e-06,7.68949488191212e-17,0.255571493071108,0.666087575410624,0.819947532917742,0.620693149044389,0.620854302814758,0.258778912046596,0.258756565081703,-0.000161153770368749,-2.23469648933927e-05,15,2,0.0144023852069681,0.0286565875596283,1.2,0.075
201,13,0.866666666666667,3,mean,0.000213579098488732,0.00209738834615697,0.000953859932655397,0.000408204050589643,2.61821302090502e-06,6.15159590552969e-17,0.25557148678016,0.666090385097317,0.819000893328275,0.620693149044389,0.620591596434811,0.258778912046596,0.258673277446492,0.000101552609578337,-0.000105634600104602,15,2,0.0170923773365504,0.0259619248983678,1.2,0.075
201,13,0.866666666666667,3,kalman,0.000211757141006543,0.0021059521787105,0.000947281364968643,0.00040785990295687,2.58633939333827e-06,4.61369692914727e-17,0.255571483207754,0.666090442471497,0.819009488405394,0.620693149044389,0.620593836931763,0.258778912046596,0.258673366504642,9.931211262586e-05,-0.000105545541954609,15,2,0.0170923718144376,0.0259619203942951,1.2,0.075
