seed,focal,startIndex,q,T,kalmanSquaredError,holdSquaredError,variance,covered,intervalCoversCircle,periodicJump,historyNIS
138,1,7601,1e-06,120,3.76938565249882,6.56931207215127,0.622782900887812,0,0,0,0.860050740790373
138,1,7601,0.0001,3,0.00162927223182246,2.55052165829684e-05,0.00201027975025284,1,0,0,0.732970155969204
138,1,7601,0.0001,10.2,0.013089283547222,0.00147786307861654,0.0457343308175817,1,0,0,0.732970155969204
138,1,7601,0.0001,30,0.0572935865322942,0.043656767350177,0.984502341602683,1,0,0,0.732970155969204
138,1,7601,0.0001,60,0.0536561309473585,0.441319115562767,7.53294378013383,1,1,0,0.732970155969204
138,1,7601,0.0001,120,0.595680092551681,6.56931207215127,58.9217748425493,1,1,0,0.732970155969204
138,2,6001,1e-08,3,0.000228349857587321,0.000111338891028705,9.78388820305474e-06,0,0,0,1.35907187496366
138,2,6001,1e-08,10.2,0.0018551309843901,0.00351664528147274,3.0701926526387e-05,0,0,0,1.35907187496366
138,2,6001,1e-08,30,0.12904453990707,0.187168010923747,0.00022036857811208,0,0,0,1.35907187496366
138,2,6001,1e-08,60,1.74010845343523,2.18790404988379,0.001160888145643,0,0,0,1.35907187496366
138,2,6001,1e-08,120,0.00270664937504501,0.148453767079722,0.00737909542410409,1,0,0,1.35907187496366
138,2,6001,1e-06,3,7.58543812500675e-06,0.000111338891028705,8.40741847535785e-05,1,0,0,0.852178307480827
138,2,6001,1e-06,10.2,8.49770345338601e-05,0.00351664528147274,0.000801581202199402,1,0,0,0.852178307480827
138,2,6001,1e-06,30,0.0791910804772458,0.187168010923747,0.0121645920110148,0,0,0,0.852178307480827
138,2,6001,1e-06,60,1.37991645748099,2.18790404988379,0.0840083161455725,0,0,0,0.852178307480827
138,2,6001,1e-06,120,0.0509120921573123,0.148453767079722,0.622782900887812,1,0,0,0.852178307480827
138,2,6001,0.0001,3,0.000374681412827044,0.000111338891028705,0.00201027975025284,1,0,0,0.773625024038464
138,2,6001,0.0001,10.2,0.00124959361239516,0.00351664528147274,0.0457343308175817,1,0,0,0.773625024038464
138,2,6001,0.0001,30,0.0255796661476544,0.187168010923747,0.984502341602683,1,0,0,0.773625024038464
138,2,6001,0.0001,60,0.877413316994235,2.18790404988379,7.53294378013383,1,1,0,0.773625024038464
138,2,6001,0.0001,120,0.485358622553956,0.148453767079722,58.9217748425493,1,1,0,0.773625024038464
138,2,6801,1e-08,3,8.37391981716378,3.7731879682888,9.78388820305474e-06,0,0,0,2459.16957307109
138,2,6801,1e-08,10.2,3.60999103591534,6.03647442638254,3.0701926526387e-05,0,0,0,2459.16957307109
138,2,6801,1e-08,30,2.61797188926627,0.00333671030114193,0.00022036857811208,0,0,0,2459.16957307109
138,2,6801,1e-08,60,8.52240404766009,0.283830927572039,0.001160888145643,0,0,0,2459.16957307109
138,2,6801,1e-08,120,4.95160417022976,4.01131312708421,0.00737909542410409,0,0,0,2459.16957307109
138,2,6801,1e-06,3,4.35687495196884,3.7731879682888,8.40741847535785e-05,0,0,0,478.55289745643
138,2,6801,1e-06,10.2,5.40600579942391,6.03647442638254,0.000801581202199402,0,0,0,478.55289745643
138,2,6801,1e-06,30,0.697161322527086,0.00333671030114193,0.0121645920110148,0,0,0,478.55289745643
138,2,6801,1e-06,60,2.28863406435682,0.283830927572039,0.0840083161455725,0,0,0,478.55289745643
138,2,6801,1e-06,120,0.00503133329925348,4.01131312708421,0.622782900887812,1,0,0,478.55289745643
138,2,6801,0.0001,3,2.31144952547739,3.7731879682888,0.00201027975025284,0,0,0,19.1940803000176
138,2,6801,0.0001,10.2,0.906173558023056,6.03647442638254,0.0457343308175817,0,0,0,19.1940803000176
138,2,6801,0.0001,30,3.4524259039298,0.00333671030114193,0.984502341602683,1,0,0,19.1940803000176
