hiddenCount,T,mode,metric,n,mean,ci95
11,3,kalman-gm,meanPredictionError,30,0.021464739171967,0.00571087437990818
11,3,kalman-gm,p90PredictionError,30,0.018296143283681,0.00193626422237065
11,3,kalman-gm,recoveryTime,30,1.2,0
11,6,none,eventGOLoss,30,0.000216093711255067,0.00184450214172731
11,6,none,eventGODeviation,30,0.00442388325055538,0.000998141875166486
11,6,none,postGOLoss,30,-0.00217324032218233,0.00405651962287056
11,6,none,postGODeviation,30,0.0100859722564983,0.00243334225921579
11,6,none,eventPairDistanceIncrease,30,3.6048686000093e-05,1.38023231668012e-05
11,6,none,eventPairDistanceDeviation,30,3.96443723609876e-05,1.24561295814827e-05
11,6,none,postPairDistanceIncrease,30,0.000395753418045938,0.000199535010962594
11,6,none,postPairDistanceDeviation,30,0.000533470966709532,0.000152046227770561
11,6,none,recoveryTime,30,1.2,0
11,6,hold,eventGOLoss,30,0.00039045265255042,0.000455100276730139
11,6,hold,eventGODeviation,30,0.00110554520643856,0.000310584402894351
11,6,hold,postGOLoss,30,0.000271207341923152,0.000507935741704122
11,6,hold,postGODeviation,30,0.00137048823225101,0.000352604816691933
11,6,hold,eventPairDistanceIncrease,30,4.31312193002864e-06,2.23227652103585e-06
11,6,hold,eventPairDistanceDeviation,30,4.73264881285104e-06,2.12251830116254e-06
11,6,hold,postPairDistanceIncrease,30,7.17794278005096e-05,3.2016027804124e-05
11,6,hold,postPairDistanceDeviation,30,7.75595949665868e-05,3.01815164029285e-05
11,6,hold,meanPredictionError,30,0.0406960533926726,0.00621220472835756
11,6,hold,p90PredictionError,30,0.064533038243211,0.0100040745502302
11,6,hold,recoveryTime,30,1.2,0
11,6,mean,eventGOLoss,30,0.000175811971676352,0.000340594373320159
11,6,mean,eventGODeviation,30,0.000782496077492889,0.00023622887588353
11,6,mean,postGOLoss,30,0.000335051678909983,0.00144981485392038
11,6,mean,postGODeviation,30,0.00202557033499623,0.00128496358456822
11,6,mean,eventPairDistanceIncrease,30,1.75829127744988e-06,1.77507305683058e-06
11,6,mean,eventPairDistanceDeviation,30,3.16562596689496e-06,1.50188055229855e-06
11,6,mean,postPairDistanceIncrease,30,2.01236679331229e-05,2.78621501014626e-05
11,6,mean,postPairDistanceDeviation,30,5.4973504817171e-05,2.07469968582392e-05
11,6,mean,meanPredictionError,30,0.0385170571804972,0.00764478883242096
11,6,mean,p90PredictionError,30,0.0441428120623771,0.00190102299302838
11,6,mean,recoveryTime,30,1.2,0
11,6,kalman,eventGOLoss,30,0.000174120405643626,0.000343745788960391
11,6,kalman,eventGODeviation,30,0.000782905330390954,0.000239281759459811
11,6,kalman,postGOLoss,30,0.000384211025702682,0.00143678932695355
11,6,kalman,postGODeviation,30,0.00204379919781485,0.00126744639814807
11,6,kalman,eventPairDistanceIncrease,30,1.58003255014321e-06,1.80731993167895e-06
11,6,kalman,eventPairDistanceDeviation,30,3.13726263963927e-06,1.52425044805004e-06
11,6,kalman,postPairDistanceIncrease,30,1.39288796389141e-05,2.7843060610368e-05
11,6,kalman,postPairDistanceDeviation,30,5.68044743734892e-05,1.93412867961404e-05
11,6,kalman,meanPredictionError,30,0.0385169494230915,0.00764480956189837
11,6,kalman,p90PredictionError,30,0.0441418100577341,0.00189967303460429
11,6,kalman,recoveryTime,30,1.2,0
11,6,kalman-gm,eventGOLoss,30,0.000119472258738515,0.000350241948100288
11,6,kalman-gm,eventGODeviation,30,0.000739033949675237,0.000276213754418228
11,6,kalman-gm,postGOLoss,30,0.000488703698063318,0.00130999131061712
11,6,kalman-gm,postGODeviation,30,0.00161000843684149,0.00122203579027264
11,6,kalman-gm,eventPairDistanceIncrease,30,2.33991527550113e-06,1.81762930324544e-06
11,6,kalman-gm,eventPairDistanceDeviation,30,3.50845445403545e-06,1.55107249713432e-06
11,6,kalman-gm,postPairDistanceIncrease,30,3.70393952205307e-05,2.39223291145933e-05
11,6,kalman-gm,postPairDistanceDeviation,30,4.69521112644468e-05,2.15054259455712e-05
11,6,kalman-gm,meanPredictionError,30,0.0352112357864834,0.00898378791092769
11,6,kalman-gm,p90PredictionError,30,0.0325174136915759,0.00470910926490331
11,6,kalman-gm,recoveryTime,30,1.2,0
11,10.2,none,eventGOLoss,30,2.07337257932765e-05,0.00295619446994571
11,10.2,none,eventGODeviation,30,0.00692708365321257,0.00164319836871731
11,10.2,none,postGOLoss,30,-0.00402841390002907,0.00572446852943795
11,10.2,none,postGODeviation,30,0.0144061764968775,0.00349467064012093
11,10.2,none,eventPairDistanceIncrease,30,0.000118017804831259,3.77678012209389e-05
11,10.2,none,eventPairDistanceDeviation,30,0.000123105019523413,3.55907808762219e-05
11,10.2,none,postPairDistanceIncrease,30,0.000978942052053153,0.000327772530042743
11,10.2,none,postPairDistanceDeviation,30,0.00105013334098921,0.000297295730209488
11,10.2,none,recoveryTime,30,1.2,0
11,10.2,hold,eventGOLoss,30,0.000652210992395097,0.000932243220764618
11,10.2,hold,eventGODeviation,30,0.00217560558449388,0.000597442096978473
11,10.2,hold,postGOLoss,30,0.000977333909862557,0.00113691027704022
11,10.2,hold,postGODeviation,30,0.00290600051463687,0.000777628707055447
11,10.2,hold,eventPairDistanceIncrease,30,1.84646143544209e-05,7.70944633699238e-06
11,10.2,hold,eventPairDistanceDeviation,30,1.94897567198527e-05,7.38181092430488e-06
11,10.2,hold,postPairDistanceIncrease,30,0.000212815297011883,7.96264387128538e-05
11,10.2,hold,postPairDistanceDeviation,30,0.000217416732242026,7.79872095556447e-05
11,10.2,hold,meanPredictionError,30,0.0647076135813465,0.00897029274645511
11,10.2,hold,p90PredictionError,30,0.10892365260377,0.0179836675594771
11,10.2,hold,recoveryTime,30,1.2,0
11,10.2,mean,eventGOLoss,30,0.000315980441704992,0.00064967304577057
11,10.2,mean,eventGODeviation,30,0.00153396495002247,0.000406023428910043
11,10.2,mean,postGOLoss,30,0.0014819036502443,0.00205518500096413
11,10.2,mean,postGODeviation,30,0.00342633583739871,0.00174573936299879
11,10.2,mean,eventPairDistanceIncrease,30,4.68455950515829e-06,5.12821907969382e-06
11,10.2,mean,eventPairDistanceDeviation,30,1.0124030534902e-05,3.98288477474178e-06
11,10.2,mean,postPairDistanceIncrease,30,4.19187041904109e-05,5.81974472700194e-05
11,10.2,mean,postPairDistanceDeviation,30,0.000115543707165372,4.31026026214036e-05
11,10.2,mean,meanPredictionError,30,0.05925627093131,0.00946208378000903
11,10.2,mean,p90PredictionError,30,0.0731939543573505,0.00442566397021091
11,10.2,mean,recoveryTime,30,1.2,0
11,10.2,kalman,eventGOLoss,30,0.000191452320278177,0.000711298747249746
11,10.2,kalman,eventGODeviation,30,0.00159386102673565,0.000478158070231834
11,10.2,kalman,postGOLoss,30,0.000371946553086442,0.00306616261220154
11,10.2,kalman,postGODeviation,30,0.0045245967470999,0.00260342840476295
11,10.2,kalman,eventPairDistanceIncrease,30,3.01148275850575e-06,5.07182053158658e-06
11,10.2,kalman,eventPairDistanceDeviation,30,1.0187831474028e-05,3.66374049874428e-06
11,10.2,kalman,postPairDistanceIncrease,30,-2.34973051838316e-05,6.64022483229479e-05
11,10.2,kalman,postPairDistanceDeviation,30,0.000141630459051183,4.28791640861345e-05
11,10.2,kalman,meanPredictionError,30,0.0592518031267225,0.00946215436507834
11,10.2,kalman,p90PredictionError,30,0.0731712789386434,0.00442397901283127
11,10.2,kalman,recoveryTime,30,1.2,0
11,10.2,kalman-gm,eventGOLoss,30,0.000185120288846993,0.000627586016366756
11,10.2,kalman-gm,eventGODeviation,30,0.00141857595511078,0.000432111521565108
11,10.2,kalman-gm,postGOLoss,30,0.00103799619006085,0.00195894889708684
11,10.2,kalman-gm,postGODeviation,30,0.00313564294067456,0.00165783207848279
11,10.2,kalman-gm,eventPairDistanceIncrease,30,9.40126151355425e-06,5.31777817345823e-06
11,10.2,kalman-gm,eventPairDistanceDeviation,30,1.16375892934561e-05,4.70518779939292e-06
11,10.2,kalman-gm,postPairDistanceIncrease,30,0.000117794344700776,6.23782959969741e-05
11,10.2,kalman-gm,postPairDistanceDeviation,30,0.000136902443818327,5.69836823366227e-05
11,10.2,kalman-gm,meanPredictionError,30,0.054618750902523,0.0114679222805174
11,10.2,kalman-gm,p90PredictionError,30,0.0593262565370796,0.0102374244907393
11,10.2,kalman-gm,recoveryTime,30,1.2,0
11,18,none,eventGOLoss,30,0.000164647270587629,0.00493246469869731
11,18,none,eventGODeviation,30,0.0113359968167539,0.00281802324688328
11,18,none,postGOLoss,30,-0.00575219082801165,0.00978152605143947
11,18,none,postGODeviation,30,0.0233285944839572,0.00595989043804181
11,18,none,eventPairDistanceIncrease,30,0.000402482402773029,0.00011298466685936
11,18,none,eventPairDistanceDeviation,30,0.000408694791052017,0.000110042246596032
11,18,none,postPairDistanceIncrease,30,0.00249731251317742,0.000676636189913881
11,18,none,postPairDistanceDeviation,30,0.00254089894295999,0.00065505417401547
11,18,none,recoveryTime,30,1.82,1.2152
11,18,hold,eventGOLoss,30,0.00181709857414686,0.00164454470638157
11,18,hold,eventGODeviation,30,0.00413436650471326,0.00101602721543295
11,18,hold,postGOLoss,30,0.00232536015590934,0.00330345967699692
11,18,hold,postGODeviation,30,0.00737261492744925,0.00243096018977406
11,18,hold,eventPairDistanceIncrease,30,8.45775618312225e-05,2.92038740549539e-05
11,18,hold,eventPairDistanceDeviation,30,8.62329495970493e-05,2.85663874529877e-05
11,18,hold,postPairDistanceIncrease,30,0.000755888827115241,0.000276928507609743
11,18,hold,postPairDistanceDeviation,30,0.00075966178155231,0.00027558874934016
11,18,hold,meanPredictionError,30,0.110241307469984,0.0139436202309358
11,18,hold,p90PredictionError,30,0.202318404293733,0.0362151056249597
11,18,hold,recoveryTime,30,1.2,0
11,18,mean,eventGOLoss,30,0.000980795004632727,0.00132176934213071
11,18,mean,eventGODeviation,30,0.00323577270981084,0.000801312922836634
11,18,mean,postGOLoss,30,0.00100984193776511,0.00428883540859879
11,18,mean,postGODeviation,30,0.00821590835434823,0.00320022421480398
11,18,mean,eventPairDistanceIncrease,30,1.50522905107566e-05,1.68848241995575e-05
11,18,mean,eventPairDistanceDeviation,30,3.4019574545398e-05,1.28009528164363e-05
11,18,mean,postPairDistanceIncrease,30,0.000116703167156655,0.000140898198799266
11,18,mean,postPairDistanceDeviation,30,0.000302555761024826,9.91224006563128e-05
11,18,mean,meanPredictionError,30,0.100394467882822,0.0122955291682479
11,18,mean,p90PredictionError,30,0.139219257644445,0.013772427572
11,18,mean,recoveryTime,30,1.2,0
11,18,kalman,eventGOLoss,30,0.000440879443708526,0.00160760662814607
11,18,kalman,eventGODeviation,30,0.00366420549000421,0.00101308266099921
11,18,kalman,postGOLoss,30,0.000195264569104813,0.00537537713700645
11,18,kalman,postGODeviation,30,0.0114153152390083,0.00348474480698121
11,18,kalman,eventPairDistanceIncrease,30,-1.74317085741438e-06,1.68469543214181e-05
11,18,kalman,eventPairDistanceDeviation,30,3.82769524393901e-05,9.64461436796078e-06
11,18,kalman,postPairDistanceIncrease,30,-0.000264902827530877,0.000194266280870161
11,18,kalman,postPairDistanceDeviation,30,0.000420660390475311,0.000156628160523485
11,18,kalman,meanPredictionError,30,0.100383972202345,0.0122898279150557
11,18,kalman,p90PredictionError,30,0.139139958747441,0.013762161723694
11,18,kalman,recoveryTime,30,1.2,0
11,18,kalman-gm,eventGOLoss,30,0.00104784864928136,0.00121441274164017
11,18,kalman-gm,eventGODeviation,30,0.00309210988067419,0.000740085253475037
11,18,kalman-gm,postGOLoss,30,0.00153417540286448,0.0040021410944325
11,18,kalman-gm,postGODeviation,30,0.00807673850274888,0.002862633703446
11,18,kalman-gm,eventPairDistanceIncrease,30,4.49458846978372e-05,1.90737034461653e-05
11,18,kalman-gm,eventPairDistanceDeviation,30,4.88967552209905e-05,1.77918651270142e-05
11,18,kalman-gm,postPairDistanceIncrease,30,0.000496042007824273,0.00021443033358396
11,18,kalman-gm,postPairDistanceDeviation,30,0.000506433850096956,0.000211197233567122
11,18,kalman-gm,meanPredictionError,30,0.0922236384228857,0.0138548399991079
11,18,kalman-gm,p90PredictionError,30,0.130916907973064,0.0253863764875117
11,18,kalman-gm,recoveryTime,30,1.2,0
11,30,none,eventGOLoss,30,-0.000259282678829641,0.00793692650512809
11,30,none,eventGODeviation,30,0.0181371266982878,0.00466135507059627
11,30,none,postGOLoss,30,-0.014856395765777,0.0146862971950026
11,30,none,postGODeviation,30,0.0350800215174405,0.00966069922052572
11,30,none,eventPairDistanceIncrease,30,0.00115416527778328,0.000292037244592342
11,30,none,eventPairDistanceDeviation,30,0.00115803943185935,0.000290158546333424
11,30,none,postPairDistanceIncrease,30,0.00557013637351054,0.00131316760964928
11,30,none,postPairDistanceDeviation,30,0.00557797722442674,0.00130882916651207
11,30,none,recoveryTime,27,3.71111111111111,1.98525401887723
11,30,hold,eventGOLoss,30,0.00353361975611809,0.00299247600330041
11,30,hold,eventGODeviation,30,0.00758324166879359,0.00189659610210022
11,30,hold,postGOLoss,30,0.000829280122107173,0.00537014484409397
11,30,hold,postGODeviation,30,0.0129436365958926,0.00351906139628799
11,30,hold,eventPairDistanceIncrease,30,0.000333658669617907,9.81171582850001e-05
11,30,hold,eventPairDistanceDeviation,30,0.000334651902277403,9.78012331252552e-05
11,30,hold,postPairDistanceIncrease,30,0.00228825010811554,0.000718283778123277
11,30,hold,postPairDistanceDeviation,30,0.00228825010811554,0.000718283778123277
11,30,hold,meanPredictionError,30,0.178042284053876,0.0223544883915701
11,30,hold,p90PredictionError,30,0.381078329215371,0.0784884849465417
11,30,hold,recoveryTime,30,1.2,0
11,30,mean,eventGOLoss,30,0.00132221875501981,0.00284244322665371
11,30,mean,eventGODeviation,30,0.00668410153610997,0.00167090341399804
11,30,mean,postGOLoss,30,-0.00119964482452067,0.00695791752711389
11,30,mean,postGODeviation,30,0.015182011271915,0.00434728010554003
11,30,mean,eventPairDistanceIncrease,30,5.53172299858249e-05,5.06176911742588e-05
11,30,mean,eventPairDistanceDeviation,30,0.000111394394562425,3.66104129302498e-05
11,30,mean,postPairDistanceIncrease,30,0.000247278549889168,0.000418224425515608
11,30,mean,postPairDistanceDeviation,30,0.000801795486384097,0.000314286782762961
11,30,mean,meanPredictionError,30,0.164819713907041,0.0180405403213448
11,30,mean,p90PredictionError,30,0.283752193261202,0.0454235284743401
11,30,mean,recoveryTime,30,1.28,0.1568
11,30,kalman,eventGOLoss,30,-9.51376769483682e-05,0.00366463908314966
11,30,kalman,eventGODeviation,30,0.0085938689402616,0.00204479313347288
11,30,kalman,postGOLoss,30,0.00208960231825944,0.00971906654597158
11,30,kalman,postGODeviation,30,0.0241049622479653,0.00434648187130375
11,30,kalman,eventPairDistanceIncrease,30,-3.64387427441018e-05,5.62661101305003e-05
11,30,kalman,eventPairDistanceDeviation,30,0.000132636093296774,3.29681997185587e-05
11,30,kalman,postPairDistanceIncrease,30,-0.000585244022105979,0.000582966584029676
11,30,kalman,postPairDistanceDeviation,30,0.00114378380179631,0.000475981890233485
11,30,kalman,meanPredictionError,30,0.164471144254254,0.0180029915521825
11,30,kalman,p90PredictionError,30,0.282050551895362,0.0448098556980233
11,30,kalman,recoveryTime,30,1.57,0.51960080698618
11,30,kalman-gm,eventGOLoss,30,0.00179322877340303,0.00277357465747705
11,30,kalman-gm,eventGODeviation,30,0.00679073930471013,0.00161368181423435
11,30,kalman-gm,postGOLoss,30,-0.00177052495373449,0.00675676150411868
11,30,kalman-gm,postGODeviation,30,0.0145131959605068,0.00448867611095421
11,30,kalman-gm,eventPairDistanceIncrease,30,0.000211861528899677,7.21969904517499e-05
11,30,kalman-gm,eventPairDistanceDeviation,30,0.000216261294757248,7.06840723914771e-05
11,30,kalman-gm,postPairDistanceIncrease,30,0.00159063593210533,0.000554274906049623
11,30,kalman-gm,postPairDistanceDeviation,30,0.00159063725585063,0.000554274451344976
11,30,kalman-gm,meanPredictionError,30,0.152779527178067,0.0198351963061616
11,30,kalman-gm,p90PredictionError,30,0.287526259222527,0.0613670716066955
11,30,kalman-gm,recoveryTime,30,1.58,0.7448
11,60,none,eventGOLoss,30,-0.00520688666737448,0.013947238831621
11,60,none,eventGODeviation,30,0.0337260100934618,0.0076920431588485
11,60,none,postGOLoss,30,-0.0324543947056849,0.0307570990599415
11,60,none,postGODeviation,30,0.0688663615539115,0.0216341999129489
11,60,none,eventPairDistanceIncrease,30,0.00449187284821303,0.000941028468130312
11,60,none,eventPairDistanceDeviation,30,0.00449380992525107,0.000940103480635738
11,60,none,postPairDistanceIncrease,30,0.0166126440670229,0.00350571194280817
11,60,none,postPairDistanceDeviation,30,0.0166126440670229,0.00350571194280817
11,60,none,recoveryTime,23,5.60869565217391,3.33083575992541
11,60,hold,eventGOLoss,30,0.00441726611774411,0.00670002220805916
11,60,hold,eventGODeviation,30,0.0175742547417048,0.00372188894968815
11,60,hold,postGOLoss,30,-0.0134657387458454,0.0161600365750906
11,60,hold,postGODeviation,30,0.0369151770254548,0.0105631735036926
11,60,hold,eventPairDistanceIncrease,30,0.0020599903702884,0.00053002813224656
11,60,hold,eventPairDistanceDeviation,30,0.00206048698661815,0.00052989557347284
11,60,hold,postPairDistanceIncrease,30,0.00994061047383554,0.00246658270730847
11,60,hold,postPairDistanceDeviation,30,0.00994061047383554,0.00246658270730847
11,60,hold,meanPredictionError,30,0.338334784303314,0.040855936483771
11,60,hold,p90PredictionError,30,0.991818513512105,0.20434634930996
11,60,hold,recoveryTime,26,3.57692307692308,2.45012200406284
11,60,mean,eventGOLoss,30,-0.00187660598414779,0.00707474660725808
11,60,mean,eventGODeviation,30,0.0179114049209817,0.00382253179743961
11,60,mean,postGOLoss,30,-0.0235137401300355,0.019206775851258
11,60,mean,postGODeviation,30,0.0469459771253875,0.0125948380688745
11,60,mean,eventPairDistanceIncrease,30,0.000889563519673337,0.000348659870964585
11,60,mean,eventPairDistanceDeviation,30,0.000988547374226198,0.000316172276782743
11,60,mean,postPairDistanceIncrease,30,0.00660901024572917,0.00208911509427725
11,60,mean,postPairDistanceDeviation,30,0.00681332213415309,0.00201463201416965
11,60,mean,meanPredictionError,30,0.164819713907041,0.0180405403213448
11,60,mean,p90PredictionError,30,0.283752193261202,0.0454235284743401
11,60,mean,recoveryTime,26,6.49615384615384,3.79962422321381
11,60,kalman,eventGOLoss,30,-0.00381747944416529,0.00894216325865496
11,60,kalman,eventGODeviation,30,0.0223581148894399,0.00468041773777835
11,60,kalman,postGOLoss,30,-0.0195696477951909,0.0216541853432876
11,60,kalman,postGODeviation,30,0.0503271918987601,0.013979682356523
11,60,kalman,eventPairDistanceIncrease,30,0.000447491387659245,0.000350050512750243
11,60,kalman,eventPairDistanceDeviation,30,0.000880257432420297,0.000231687044787255
11,60,kalman,postPairDistanceIncrease,30,0.00476685334945642,0.00217951516957532
11,60,kalman,postPairDistanceDeviation,30,0.00597692738009922,0.00174031131640042
11,60,kalman,meanPredictionError,30,0.164471144254254,0.0180029915521825
11,60,kalman,p90PredictionError,30,0.282050551895362,0.0448098556980233
11,60,kalman,recoveryTime,25,4.944,2.73153689662066
11,60,kalman-gm,eventGOLoss,30,0.000926407040833321,0.00743768229171152
11,60,kalman-gm,eventGODeviation,30,0.0180648514870554,0.00405618736614443
11,60,kalman-gm,postGOLoss,30,-0.0220097167984189,0.0196245919785941
11,60,kalman-gm,postGODeviation,30,0.0467952443408947,0.0127982347756886
11,60,kalman-gm,eventPairDistanceIncrease,30,0.00150251935688326,0.000424397835966024
11,60,kalman-gm,eventPairDistanceDeviation,30,0.00150471966114856,0.000423848926243162
11,60,kalman-gm,postPairDistanceIncrease,30,0.00741570082065194,0.00191482887521896
11,60,kalman-gm,postPairDistanceDeviation,30,0.00742481200565666,0.00191132854293751
11,60,kalman-gm,meanPredictionError,30,0.306510051716535,0.0368357303569502
11,60,kalman-gm,p90PredictionError,30,0.950997062315091,0.211206887410847
11,60,kalman-gm,recoveryTime,23,5.12608695652174,3.29193520178397
13,3,none,eventGOLoss,30,0.000187629443807129,0.0012136444518644
13,3,none,eventGODeviation,30,0.00278185353615679,0.000740968743760714
13,3,none,postGOLoss,30,-0.000135047016833662,0.00304291137337647
13,3,none,postGODeviation,30,0.00717692101050471,0.00185974512456056
13,3,none,eventPairDistanceIncrease,30,9.5825578467551e-06,4.45878809509439e-06
13,3,none,eventPairDistanceDeviation,30,1.14184143840942e-05,3.85732261540939e-06
13,3,none,postPairDistanceIncrease,30,8.46204632670592e-05,0.000118676246048932
13,3,none,postPairDistanceDeviation,30,0.000247669558416688,8.44872273785882e-05
13,3,none,recoveryTime,30,1.2,0
13,3,hold,eventGOLoss,30,0.00012524265581839,0.000219844056291961
13,3,hold,eventGODeviation,30,0.000485052740118818,0.00017297832369682
13,3,hold,postGOLoss,30,0.0003152275525376,0.000388790494117988
13,3,hold,postGODeviation,30,0.000834923963364902,0.000326045735636546
13,3,hold,eventPairDistanceIncrease,30,7.91558782669335e-07,5.52984240705077e-07
13,3,hold,eventPairDistanceDeviation,30,9.5129150371497e-07,5.21805514833639e-07
13,3,hold,postPairDistanceIncrease,30,2.40002428623209e-05,1.41868012418288e-05
13,3,hold,postPairDistanceDeviation,30,3.10841211048219e-05,1.23225325747844e-05
13,3,hold,meanPredictionError,30,0.0245243935449019,0.00368078223076789
13,3,hold,p90PredictionError,30,0.0364412617725668,0.00463629665758936
13,3,hold,recoveryTime,30,1.2,0
13,3,mean,eventGOLoss,30,9.2407476869674e-05,0.000178596524765422
13,3,mean,eventGODeviation,30,0.000357843650967495,0.000145283150856552
13,3,mean,postGOLoss,30,8.94275733385724e-05,0.000468905395322433
13,3,mean,postGODeviation,30,0.000906573507480935,0.000385679091468434
13,3,mean,eventPairDistanceIncrease,30,3.07876381767196e-07,5.81154543429333e-07
13,3,mean,eventPairDistanceDeviation,30,8.94146454136398e-07,4.98311179315916e-07
13,3,mean,postPairDistanceIncrease,30,1.83987354148e-05,1.57802057881416e-05
13,3,mean,postPairDistanceDeviation,30,2.70639251592023e-05,1.41721781772778e-05
13,3,mean,meanPredictionError,30,0.0241230829796994,0.00494658394878403
13,3,mean,p90PredictionError,30,0.0258890482521993,0.00081382859421675
13,3,mean,recoveryTime,30,1.2,0
13,3,kalman,eventGOLoss,30,8.98184934606022e-05,0.000180111860305262
13,3,kalman,eventGODeviation,30,0.000359096332947669,0.000146797354614118
13,3,kalman,postGOLoss,30,9.12063853675932e-05,0.000469444656374385
13,3,kalman,postGODeviation,30,0.000909076697097226,0.000385616942781414
13,3,kalman,eventPairDistanceIncrease,30,3.00182211122694e-07,5.77462452177568e-07
13,3,kalman,eventPairDistanceDeviation,30,8.85052045929332e-07,4.95708987522771e-07
13,3,kalman,postPairDistanceIncrease,30,1.81705807482578e-05,1.58399615688294e-05
13,3,kalman,postPairDistanceDeviation,30,2.70598268993056e-05,1.41982145180418e-05
13,3,kalman,meanPredictionError,30,0.024123079782514,0.00494658699055111
13,3,kalman,p90PredictionError,30,0.0258890611920834,0.000813818630913442
13,3,kalman,recoveryTime,30,1.2,0
13,3,kalman-gm,eventGOLoss,30,3.64266887647394e-05,0.000197484302767986
13,3,kalman-gm,eventGODeviation,30,0.000356615968497794,0.000163281031740457
13,3,kalman-gm,postGOLoss,30,0.000127529759553283,0.000352394378775615
13,3,kalman-gm,postGODeviation,30,0.000619459731428572,0.00032345751713631
13,3,kalman-gm,eventPairDistanceIncrease,30,3.87471803393833e-07,5.04703352423688e-07
13,3,kalman-gm,eventPairDistanceDeviation,30,7.79127046194178e-07,4.42690446637271e-07
13,3,kalman-gm,postPairDistanceIncrease,30,1.06953237794164e-05,1.31410576433587e-05
13,3,kalman-gm,postPairDistanceDeviation,30,2.32822666549274e-05,1.0962254450073e-05
13,3,kalman-gm,meanPredictionError,30,0.0212894693491587,0.00525837591489508
13,3,kalman-gm,p90PredictionError,30,0.018302142038199,0.00197484904516422
13,3,kalman-gm,recoveryTime,30,1.2,0
13,6,none,eventGOLoss,30,0.000224414593847982,0.00212042179307387
13,6,none,eventGODeviation,30,0.00469721711388917,0.00130958424387689
13,6,none,postGOLoss,30,-0.00177958237339557,0.00418005296869923
13,6,none,postGODeviation,30,0.010493106862194,0.0024218821993886
13,6,none,eventPairDistanceIncrease,30,3.92599981756952e-05,1.5130567174244e-05
13,6,none,eventPairDistanceDeviation,30,4.31013491932107e-05,1.37042317477968e-05
13,6,none,postPairDistanceIncrease,30,0.00040399419156426,0.000204327818369348
13,6,none,postPairDistanceDeviation,30,0.000545608857802323,0.000155380472076337
13,6,none,recoveryTime,30,1.2,0
13,6,hold,eventGOLoss,30,0.000534970179967309,0.000494832777869649
13,6,hold,eventGODeviation,30,0.00126243883445408,0.000327071876136762
13,6,hold,postGOLoss,30,0.000414041645593663,0.000594109380551084
13,6,hold,postGODeviation,30,0.00150332002659066,0.000432477603232372
13,6,hold,eventPairDistanceIncrease,30,4.55447845094589e-06,2.33900798917984e-06
13,6,hold,eventPairDistanceDeviation,30,4.9733146780249e-06,2.22976569250672e-06
13,6,hold,postPairDistanceIncrease,30,8.00926220609632e-05,3.39487308671716e-05
13,6,hold,postPairDistanceDeviation,30,8.5069293635846e-05,3.2371426912611e-05
13,6,hold,meanPredictionError,30,0.0408260854120405,0.00626958711119688
13,6,hold,p90PredictionError,30,0.065137409789478,0.0102970526220736
13,6,hold,recoveryTime,30,1.2,0
13,6,mean,eventGOLoss,30,0.000239356240292127,0.000352756817919148
13,6,mean,eventGODeviation,30,0.000874178836267599,0.000233135275055803
13,6,mean,postGOLoss,30,0.000483409170132657,0.00147939371407593
13,6,mean,postGODeviation,30,0.00226247557121817,0.00127245788403754
13,6,mean,eventPairDistanceIncrease,30,1.2778602033033e-06,1.81727755314895e-06
13,6,mean,eventPairDistanceDeviation,30,3.31059369252267e-06,1.44749149934684e-06
13,6,mean,postPairDistanceIncrease,30,1.94763122214133e-05,2.80480358111716e-05
13,6,mean,postPairDistanceDeviation,30,5.61374389403511e-05,2.06037402375564e-05
13,6,mean,meanPredictionError,30,0.0379303794450036,0.00730816084618332
13,6,mean,p90PredictionError,30,0.0441628868926458,0.00200579620184555
13,6,mean,recoveryTime,30,1.2,0
13,6,kalman,eventGOLoss,30,0.000232898833062853,0.000357995731055448
13,6,kalman,eventGODeviation,30,0.000885280373684524,0.000236811930661825
13,6,kalman,postGOLoss,30,0.000479535302696621,0.00148521778050247
13,6,kalman,postGODeviation,30,0.00234041946604169,0.00126124947738532
13,6,kalman,eventPairDistanceIncrease,30,1.16677390968961e-06,1.87432895397743e-06
13,6,kalman,eventPairDistanceDeviation,30,3.33161056608582e-06,1.49993173101686e-06
13,6,kalman,postPairDistanceIncrease,30,1.16064364655716e-05,2.85764981954826e-05
13,6,kalman,postPairDistanceDeviation,30,5.83848678096007e-05,1.97285568703259e-05
13,6,kalman,meanPredictionError,30,0.0379298253606531,0.00730808600380155
13,6,kalman,p90PredictionError,30,0.044159472406483,0.00200303858618396
13,6,kalman,recoveryTime,30,1.2,0
13,6,kalman-gm,eventGOLoss,30,0.000192333867875668,0.000378836200811468
13,6,kalman-gm,eventGODeviation,30,0.00083889438285409,0.000281507650779435
13,6,kalman-gm,postGOLoss,30,0.000608622858995235,0.00139249074596539
13,6,kalman-gm,postGODeviation,30,0.00197321487272023,0.00124951259834766
13,6,kalman-gm,eventPairDistanceIncrease,30,2.06371495448686e-06,1.87647509084819e-06
13,6,kalman-gm,eventPairDistanceDeviation,30,3.44933457372208e-06,1.59207014417881e-06
13,6,kalman-gm,postPairDistanceIncrease,30,3.84695258366856e-05,2.52781931041845e-05
13,6,kalman-gm,postPairDistanceDeviation,30,5.16510630659104e-05,2.21709715927523e-05
13,6,kalman-gm,meanPredictionError,30,0.0344597177940658,0.00848407373054489
