hiddenCount,T,mode,metric,nSeeds,meanDifference,differenceCi95Low,differenceCi95High,meanRelativeReduction,relativeCi95Low,relativeCi95High
11,3.0,kalman-gm,eventGODeviation,30,-0.0021952293719087724,-0.0026902617396099343,-0.0017046355634887914,0.8645197339246425,0.7835165044443073,0.9237797595426622
11,3.0,kalman-gm,postPairDistanceDeviation,30,-0.0002227303750922838,-0.0003092209418006848,-0.00014460533106335762,0.9130741401480457,0.8528275451163321,0.9528630982963572
11,3.0,kalman-gm,eventGOLoss,30,-0.00032860795487941867,-0.0013468172764627168,0.0006851074055523996,0.9574011911761467,-2.5925207757104762,2.3068867508276867
11,3.0,kalman-gm,postPairDistanceIncrease,30,-8.217348478158848e-05,-0.00018849052121746178,3.387609549875228e-05,0.8809950388622394,-1.587740298966339,0.999882210674732
11,3.0,kalman-gm,meanPredictionError_vs_hold,30,-0.002763513781514002,-0.005621135366090987,0.0005297303646761924,0.11406161999464141,-0.021778664133271,0.24043045208978003
11,6.0,hold,eventGODeviation,30,-0.0033183380441168205,-0.004372461415530933,-0.002328283540894114,0.7500962064720467,0.645510784152486,0.8250709973905741
11,6.0,hold,postPairDistanceDeviation,30,-0.00045591137174294495,-0.0006112682850048324,-0.00032254148464831153,0.8546132783102008,0.8025921676212574,0.900058983858681
11,6.0,hold,eventGOLoss,30,0.0001743589412953527,-0.0016015386873359091,0.0019613557993943143,-0.8068672627383726,-12.58487540866942,0.9801525168626194
11,6.0,hold,postPairDistanceIncrease,30,-0.0003239739902454281,-0.0005104889839865962,-0.00013778387713462854,0.8186258803400208,0.6734412385797357,0.8949989645689931
11,6.0,hold,meanPredictionError_vs_hold,30,0.0,0.0,0.0,0.0,0.0,0.0
11,6.0,mean,eventGODeviation,30,-0.003641387173062495,-0.004679205925976951,-0.0026819353132224036,0.8231200885794957,0.7459344740945304,0.8768844693322715
11,6.0,mean,postPairDistanceDeviation,30,-0.0004784974618923607,-0.0006346990819082463,-0.0003392375859338866,0.896951271488588,0.8516864542762198,0.9315207070964863
11,6.0,mean,eventGOLoss,30,-4.028173957871531e-05,-0.0018588469451929729,0.0017326375604803399,0.1864086619863196,-6.346929211637775,1.2106053383536206
11,6.0,mean,postPairDistanceIncrease,30,-0.0003756297501128148,-0.000576804689753767,-0.00018885527178329537,0.9491509939889211,0.8677419868250302,1.0178684978546209
11,6.0,kalman,eventGODeviation,30,-0.00364097792016443,-0.0046985720582171315,-0.0026316893550474853,0.8230275787018867,0.7481017107763323,0.8797139497616577
11,6.0,kalman,postPairDistanceDeviation,30,-0.00047666649233604253,-0.0006247054675389653,-0.0003416761342181353,0.8935190892882864,0.8489596805428723,0.9280083935798707
11,6.0,kalman,eventGOLoss,30,-4.1973305611441935e-05,-0.0017998369818271233,0.0018098498456598393,0.19423659007780428,-6.286947122512064,1.2626948913684408
11,6.0,kalman,postPairDistanceIncrease,30,-0.00038182453840702367,-0.000577225812274648,-0.00019173439860759042,0.9648041457034308,0.8920872650058262,1.0395968357556202
