policy,strengthMode,k,trials,successes,successRate,wilsonLower95,wilsonUpper95,meanGO,meanGOPasses,meanGOWilsonLower95,meanGOWilsonUpper95,meanGOPairedDifference,meanLO,meanLOPasses,meanLOWilsonLower95,meanLOWilsonUpper95,meanLOPairedDifference,meanPairDistanceNorm,meanPairDistanceNormPasses,meanPairDistanceNormWilsonLower95,meanPairDistanceNormWilsonUpper95,meanPairDistanceNormPairedDifference,strictJointSuccesses,isotonicSuccessRate
random,fixed-total,3,100,89,0.89,0.8136853697209698,0.9374586804477487,0.4974740057810609,80,0.7111690380734977,0.8666340774409013,-0.15703953091286763,0.6857471568043746,89,0.8136853697209698,0.9374586804477487,-0.10056856780696409,0.1529757715173442,99,0.9455124752390653,0.9982326134344526,-0.003830647833947117,78,0.89
random,fixed-total,4,100,95,0.95,0.8882480347279118,0.9784566385436864,0.5580138931710547,80,0.7111690380734977,0.8666340774409013,-0.09649964352287388,0.7314528669381699,90,0.8256326956323347,0.9447714583868639,-0.054862857673168855,0.1399533490197463,99,0.9455124752390653,0.9982326134344526,-0.01685307033154502,76,0.935
random,fixed-total,5,100,92,0.92,0.8500173312059693,0.9589070305141891,0.5425871296240539,82,0.7333246397578691,0.8829986834574896,-0.1119264070698746,0.7233623221318255,92,0.8500173312059693,0.9589070305141891,-0.06295340247951323,0.14716077400843064,99,0.9455124752390653,0.9982326134344526,-0.009645645342860687,81,0.935
random,fixed-total,6,100,94,0.94,0.8752303146877748,0.9722142547333433,0.5798234276934313,89,0.8136853697209698,0.9374586804477487,-0.0746901090004972,0.7397000030344711,95,0.8882480347279118,0.9784566385436864,-0.04661572157686754,0.14511560861295633,99,0.9455124752390653,0.9982326134344526,-0.01169081073833499,89,0.94
random,fixed-total,7,100,96,0.96,0.9016278276739262,0.984336949448152,0.5852105948763928,90,0.8256326956323347,0.9447714583868639,-0.06930294181753571,0.7526137714797043,96,0.9016278276739262,0.984336949448152,-0.033701953131634356,0.14510255986173204,98,0.9299868370580063,0.9944981477650318,-0.011703859489559277,89,0.96
random,fixed-total,8,100,98,0.98,0.9299868370580063,0.9944981477650318,0.6281254396941165,92,0.8500173312059693,0.9589070305141891,-0.026388096999811966,0.7764697031574058,99,0.9455124752390653,0.9982326134344526,-0.009846021453932916,0.13894651243156086,100,0.9630051925239981,0.9999999999999999,-0.01785990691973044,92,0.9733333333333333
random,fixed-total,9,100,98,0.98,0.9299868370580063,0.9944981477650318,0.5912994613093872,91,0.8377362530335634,0.9519280048361151,-0.06321407538454135,0.7597921529009383,100,0.9630051925239981,0.9999999999999999,-0.026523571710400436,0.1513159261992763,99,0.9455124752390653,0.9982326134344526,-0.005490493152014993,91,0.9733333333333333
random,fixed-total,10,100,98,0.98,0.9299868370580063,0.9944981477650318,0.6435859744328845,91,0.8377362530335634,0.9519280048361151,-0.01092756226104404,0.7997373179842021,99,0.9455124752390653,0.9982326134344526,0.01342159337286344,0.13540395531477806,100,0.9630051925239981,0.9999999999999999,-0.021402464036513247,91,0.9733333333333333
random,fixed-total,11,100,98,0.98,0.9299868370580063,0.9944981477650318,0.6557048449268454,95,0.8882480347279118,0.9784566385436864,0.0011913082329169612,0.7963837925187803,99,0.9455124752390653,0.9982326134344526,0.010068067907441573,0.13297522583483315,98,0.9299868370580063,0.9944981477650318,-0.023831193516458172,93,0.9733333333333333
random,fixed-total,12,100,98,0.98,0.9299868370580063,0.9944981477650318,0.6549563693669758,96,0.9016278276739262,0.984336949448152,0.0004428326730472676,0.7972103755192361,99,0.9455124752390653,0.9982326134344526,0.010894650907897417,0.1364188717021737,100,0.9630051925239981,0.9999999999999999,-0.020387547649117623,95,0.9733333333333333
random,fixed-total,13,100,98,0.98,0.9299868370580063,0.9944981477650318,0.6056264891246709,96,0.9016278276739262,0.984336949448152,-0.04888704756925765,0.7657251108333464,98,0.9299868370580063,0.9944981477650318,-0.020590613777992327,0.15188357844014438,98,0.9299868370580063,0.9944981477650318,-0.004922840911146925,93,0.9733333333333333
random,fixed-total,14,100,98,0.98,0.9299868370580063,0.9944981477650318,0.6638929965050105,96,0.9016278276739262,0.984336949448152,0.00937945981108209,0.7981631426068364,99,0.9455124752390653,0.9982326134344526,0.011847417995497685,0.1359666867600047,98,0.9299868370580063,0.9944981477650318,-0.02083973259128661,94,0.9733333333333333
random,fixed-total,15,100,97,0.97,0.915479219195973,0.9897456617765851,0.6572908197137678,97,0.915479219195973,0.9897456617765851,0.0027772830198392866,0.7871408548241937,97,0.915479219195973,0.9897456617765851,0.000825130212855032,0.14673584813756177,97,0.915479219195973,0.9897456617765851,-0.010070571213729541,92,0.9733333333333333
random,fixed-total,16,100,97,0.97,0.915479219195973,0.9897456617765851,0.6650615833303262,93,0.8625032899347025,0.965681175635936,0.01054804663639766,0.8017167053335026,99,0.9455124752390653,0.9982326134344526,0.015400980722163901,0.14579825532774662,96,0.9016278276739262,0.984336949448152,-0.011008164023544697,90,0.9733333333333333
random,fixed-total,17,100,98,0.98,0.9299868370580063,0.9944981477650318,0.6937764190904773,98,0.9299868370580063,0.9944981477650318,0.039262882396548765,0.8103876993978005,99,0.9455124752390653,0.9982326134344526,0.024071974786461857,0.14121501800084438,93,0.8625032899347025,0.965681175635936,-0.015591401350446942,90,0.9733333333333333
random,fixed-total,18,100,94,0.94,0.8752303146877748,0.9722142547333433,0.6882565504887391,95,0.8882480347279118,0.9784566385436864,0.0337430137948106,0.8152997364166034,99,0.9455124752390653,0.9982326134344526,0.028984011805264692,0.14050610404065653,94,0.8752303146877748,0.9722142547333433,-0.016300315310634802,91,0.9733333333333333
random,fixed-total,19,100,96,0.96,0.9016278276739262,0.984336949448152,0.6545135366939285,95,0.8882480347279118,0.9784566385436864,0.0,0.7863157246113387,95,0.8882480347279118,0.9784566385436864,0.0,0.1568064193512913,95,0.8882480347279118,0.9784566385436864,0.0,88,0.9733333333333333
random,original,0,100,0,0.0,0,0.03699480747600191,0.2039686762347308,20,0.1333659225590988,0.28883096192650237,-0.45054486045919767,0.3681768293357537,2,0.005501852234968185,0.07001316294199365,-0.418138895275585,0.38249942222629324,0,0,0.03699480747600191,0.2256930028750019,0,0.0
random,original,1,100,0,0.0,0,0.03699480747600191,0.2050359325382084,21,0.14165549531645788,0.2998014930196232,-0.4494776041557201,0.3729910870133864,1,0.0017673865655472645,0.0544875247609346,-0.41332463759795235,0.3821547491035101,0,0,0.03699480747600191,0.2253483297522188,0,0.0
random,original,2,100,0,0.0,0,0.03699480747600191,0.20746295389675093,21,0.14165549531645788,0.2998014930196232,-0.4470505827971776,0.37061486023744633,1,0.0017673865655472645,0.0544875247609346,-0.41570086437389236,0.3825334818511888,0,0,0.03699480747600191,0.2257270624998975,0,0.0
random,original,3,100,0,0.0,0,0.03699480747600191,0.21204401645468188,20,0.1333659225590988,0.28883096192650237,-0.4424695202392466,0.37921827974898137,2,0.005501852234968185,0.07001316294199365,-0.4070974448623573,0.3808855830645796,0,0,0.03699480747600191,0.2240791637132883,0,0.0
random,original,4,100,0,0.0,0,0.03699480747600191,0.22084962553483845,19,0.1251465399270426,0.27779024070807856,-0.43366391115909003,0.39335354647041043,5,0.02154336145631356,0.11175196527208817,-0.39296217814092826,0.377315179254094,0,0,0.03699480747600191,0.2205087599028027,0,0.0
random,original,5,100,0,0.0,0,0.03699480747600191,0.21895959964374026,18,0.11700131654251038,0.26667536024213084,-0.43555393705018824,0.39932542879216376,4,0.015663050551848016,0.09837217232607373,-0.38699029581917493,0.37627048035309385,0,0,0.03699480747600191,0.21946406100180255,0,0.0
random,original,6,100,0,0.0,0,0.03699480747600191,0.2105782203785391,18,0.11700131654251038,0.26667536024213084,-0.4439353163153894,0.3889161491249852,3,0.010254338223414816,0.08452078080402699,-0.3973995754863535,0.37587492627163416,0,0,0.03699480747600191,0.21906850692034285,0,0.0
random,original,7,100,0,0.0,0,0.03699480747600191,0.23749231577104546,25,0.1754509400372426,0.3430464637007583,-0.417021220922883,0.4020197078562336,5,0.02154336145631356,0.11175196527208817,-0.38429601675510516,0.3753667356140176,0,0,0.03699480747600191,0.2185603162627263,0,0.0
random,original,8,100,0,0.0,0,0.03699480747600191,0.2605685088928987,30,0.21894753866228117,0.39585038432811953,-0.3939450278010298,0.4150952394397261,12,0.06999337365267776,0.19812268002908368,-0.3712204851716126,0.3722242941359433,0,0,0.03699480747600191,0.21541787478465202,0,0.0
random,original,9,100,2,0.02,0.005501852234968185,0.07001316294199365,0.32300577346825843,45,0.3561437510640346,0.5475557296835656,-0.3315077632256701,0.4627450239785318,23,0.15843154746876406,0.32154564856827694,-0.32357070063280696,0.34898038842581103,1,0.0017673865655472645,0.0544875247609346,0.19217396907451972,1,0.02
random,original,10,100,6,0.06,0.02778574526665662,0.12476968531222507,0.4096456433619964,64,0.542352199811621,0.7272892540950986,-0.24486789333193215,0.5277302602838869,43,0.3373313900052838,0.5278478830413564,-0.25858546432745183,0.3279221533865316,4,0.015663050551848016,0.09837217232607373,0.17111573403524027,4,0.06
random,original,11,100,34,0.34,0.25461379497543,0.43722454341689065,0.49424905619978693,78,0.6892946528499969,0.849988254963442,-0.16026448049414158,0.6152340650509653,65,0.5525426042919797,0.7363589534652197,-0.17108165956037336,0.28160986168140234,26,0.18404578126986462,0.35371172631861636,0.12480344233011104,25,0.34
random,original,12,100,62,0.62,0.5220957382071033,0.7090255079986562,0.5469228595862449,83,0.7445181876635703,0.8910652394022684,-0.10759067710768368,0.6762970963748879,83,0.7445181876635703,0.8910652394022684,-0.11001862823645081,0.24159404642679919,51,0.4134784047743415,0.6057816990761385,0.08478762707550787,46,0.62
random,original,13,100,79,0.79,0.7001985069803768,0.8583445046835422,0.5873363970106797,90,0.8256326956323347,0.9447714583868639,-0.06717713968324879,0.7219119907109178,93,0.8625032899347025,0.965681175635936,-0.06440373390042085,0.21868334314750623,67,0.5730516033971139,0.7543701620610456,0.06187692379621491,63,0.79
random,original,14,100,85,0.85,0.7671626666784216,0.906940968088377,0.6099221583270861,90,0.8256326956323347,0.9447714583868639,-0.04459137836684247,0.7364393063794825,88,0.8018773199709163,0.9300066263473222,-0.04987641823185619,0.19664987646897503,75,0.6569535362992417,0.8245490599627573,0.03984345711768372,72,0.85
random,original,15,100,93,0.93,0.8625032899347025,0.965681175635936,0.6402314195207194,93,0.8625032899347025,0.965681175635936,-0.0142821171732091,0.7697401003668047,94,0.8752303146877748,0.9722142547333433,-0.016575624244534005,0.1824490179132716,89,0.8136853697209698,0.9374586804477487,0.025642598561980288,84,0.93
random,original,16,100,94,0.94,0.8752303146877748,0.9722142547333433,0.6473491248965983,95,0.8882480347279118,0.9784566385436864,-0.007164411797330102,0.7832447816085762,96,0.9016278276739262,0.984336949448152,-0.0030709430027625246,0.16947754204319795,93,0.8625032899347025,0.965681175635936,0.012671122691906643,86,0.94
random,original,17,100,98,0.98,0.9299868370580063,0.9944981477650318,0.6759614415492224,99,0.9455124752390653,0.9982326134344526,0.021447904855293957,0.7998935573963528,99,0.9455124752390653,0.9982326134344526,0.01357783278501407,0.15667664658421024,93,0.8625032899347025,0.965681175635936,-0.000129772767081077,91,0.9633333333333333
random,original,18,100,95,0.95,0.8882480347279118,0.9784566385436864,0.6539894688526057,92,0.8500173312059693,0.9589070305141891,-0.0005240678413228745,0.7844829626400266,95,0.8882480347279118,0.9784566385436864,-0.0018327619713120924,0.15724465759641143,95,0.8882480347279118,0.9784566385436864,0.0004382382451201248,90,0.9633333333333333
random,original,19,100,96,0.96,0.9016278276739262,0.984336949448152,0.6545135366939285,95,0.8882480347279118,0.9784566385436864,0.0,0.7863157246113387,95,0.8882480347279118,0.9784566385436864,0.0,0.1568064193512913,95,0.8882480347279118,0.9784566385436864,0.0,88,0.9633333333333333
