seed,policy,strengthMode,k,blockSize,nBlocks,meanGO,meanLO,meanPairDistance,passBlocks,passFraction,durationWeightedPass
53,balanced,fixed-total,15,100,1,0.376213018044756,0.712438092109755,0.216997984492901,1,1,1
53,balanced,fixed-total,15,100,1,0.399458670177973,0.787550296146494,0.251467697098948,0,1,0
53,balanced,fixed-total,15,100,1,0.366208639861157,0.669140133620963,0.267725161873114,0,1,0
53,balanced,fixed-total,15,100,1,0.334680142008077,0.676397519646034,0.279041094726171,0,1,0
53,balanced,fixed-total,15,100,1,0.331605002450115,0.641735231973445,0.282478631132973,0,1,0
53,balanced,fixed-total,15,100,1,0.37124218669715,0.624414331744367,0.277199446032285,0,1,0
53,balanced,fixed-total,15,100,1,0.384655396501698,0.621886533969259,0.268681205984162,0,1,0
53,balanced,fixed-total,15,100,1,0.347789733541204,0.647600803688117,0.258551810158124,0,1,0
53,balanced,fixed-total,15,100,1,0.304652847578987,0.544334861007337,0.243807779293975,0,1,0
53,balanced,fixed-total,15,100,1,0.328995199493463,0.461475588898492,0.226279505701616,0,1,0
53,balanced,fixed-total,15,100,1,0.369887987601046,0.4765498085225,0.217545768092545,0,1,0
53,balanced,fixed-total,15,100,1,0.455922904806102,0.634118151936103,0.219532155979016,1,1,1
53,balanced,fixed-total,15,100,1,0.650661797282715,0.751464917311919,0.215992755832373,1,1,1
53,balanced,fixed-total,15,100,1,0.674826037965762,0.818280871428331,0.196597242417875,1,1,1
53,balanced,fixed-total,15,100,1,0.661313063016596,0.825347934728027,0.173619142225999,1,1,1
53,balanced,fixed-total,15,100,1,0.57305603956412,0.673633434921834,0.149604467984839,1,1,1
53,balanced,fixed-total,15,100,1,0.401191325234524,0.684994188282736,0.124073134649541,1,1,1
53,balanced,fixed-total,15,300,1,0.412406572423223,0.789097657558665,0.148039247573743,1,1,1
53,balanced,fixed-total,15,300,1,0.380626776027962,0.723042840625738,0.245396947821654,0,1,0
53,balanced,fixed-total,15,300,1,0.345842443718447,0.647515694454615,0.279573057297143,0,1,0
53,balanced,fixed-total,15,300,1,0.345699325873963,0.604607399554904,0.257013598478754,0,1,0
53,balanced,fixed-total,15,300,1,0.384935363966871,0.524047849785698,0.221119143257725,0,1,0
53,balanced,fixed-total,15,300,1,0.662266966088358,0.798364574489426,0.195403046825415,1,1,1
53,balanced,fixed-total,15,300,1,0.487123682399322,0.679313811602285,0.13683880131719,1,1,1
54,all,original,19,100,1,0.282357076404224,0.717678434963467,0.149878660162963,0,1,0
54,all,original,19,100,1,0.190928944769655,0.859950173781322,0.191762066899853,0,1,0
54,all,original,19,100,1,0.0948484638673176,0.926902355581479,0.236149106752677,0,1,0
54,all,original,19,100,1,0.0562953507846105,0.966713800504547,0.274037941921329,0,1,0
54,all,original,19,100,1,0.0704474648728616,0.933294635512095,0.30614476124804,0,1,0
54,all,original,19,100,1,0.100615064020232,0.811886423854768,0.31904169045129,0,1,0
54,all,original,19,100,1,0.0997961653592945,0.748638470075892,0.306221280772115,0,1,0
54,all,original,19,100,1,0.155374224488766,0.745428149850452,0.282880595488279,0,1,0
54,all,original,19,100,1,0.228742945230472,0.717524677562419,0.256552413265195,0,1,0
54,all,original,19,100,1,0.271272840966243,0.754759648484439,0.231430551341632,0,1,0
54,all,original,19,100,1,0.331087334713344,0.825591892714252,0.208455840042899,0,1,0
54,all,original,19,100,1,0.30900481111586,0.655578018649353,0.181320597099208,0,1,0
54,all,original,19,100,1,0.242880253799575,0.494306769294336,0.156998326644764,0,1,0
54,all,original,19,100,1,0.317609013978341,0.694102506652103,0.150306227993139,0,1,0
54,all,original,19,100,1,0.504051387768184,0.665064862708997,0.143056805597108,1,1,1
54,all,original,19,100,1,0.514651766025635,0.799271234685575,0.117781401322002,1,1,1
54,all,original,19,100,1,0.472325940378131,0.752242380861117,0.0766639162620526,1,1,1
54,all,original,19,100,1,0.469577333901642,0.660372913867256,0.0463317531395271,1,1,1
54,all,original,19,100,1,0.62137722808208,0.784321803508768,0.0497550948136958,1,1,1
54,all,original,19,100,1,0.680079877107868,0.802095807561594,0.0624427984412931,1,1,1
54,all,original,19,300,1,0.189378161680399,0.834843654775423,0.192596611271831,0,1,0
54,all,original,19,300,1,0.0757859598925681,0.90396495329047,0.299741464540219,0,1,0
54,all,original,19,300,1,0.161304445026177,0.737197099162921,0.281884763175197,0,1,0
54,all,original,19,300,1,0.303788328931815,0.745309853282681,0.207068996161246,0,1,0
54,all,original,19,300,1,0.354846885182033,0.617824712885145,0.15012045341167,1,1,1
54,all,original,19,300,1,0.485518346768469,0.737295509804649,0.0802590235745273,1,1,1
54,all,original,19,300,1,0.650728552594974,0.793208805535181,0.0560989466274945,1,1,1
54,random,fixed-total,7,100,1,0.50445941394547,0.583142852093352,0.136687574965547,1,1,1
54,random,fixed-total,7,100,1,0.54717890193847,0.621793060963517,0.149299102747307,1,1,1
54,random,fixed-total,7,100,1,0.656918599097083,0.694926505821083,0.169276418067285,1,1,1
54,random,fixed-total,7,100,1,0.773409044378724,0.826074384365074,0.187418236877719,1,1,1
54,random,fixed-total,7,100,1,0.771595641887444,0.834011590064212,0.196136367458828,1,1,1
54,random,fixed-total,7,100,1,0.677794161642061,0.720677342547959,0.19730776165703,1,1,1
54,random,fixed-total,7,100,1,0.707155665442061,0.779738969210834,0.198022136235698,1,1,1
54,random,fixed-total,7,100,1,0.83583257713921,0.889574224743317,0.198973644859736,1,1,1
54,random,fixed-total,7,100,1,0.707277595782199,0.775887809955704,0.188655893696773,1,1,1
54,random,fixed-total,7,100,1,0.629627598593867,0.664870214448642,0.177041020499062,1,1,1
54,random,fixed-total,7,100,1,0.626074646306773,0.69638759997025,0.173001090659407,1,1,1
54,random,fixed-total,7,100,1,0.608255557928076,0.602741897605441,0.166355529318017,1,1,1
54,random,fixed-total,7,100,1,0.523439136569751,0.631826290612064,0.162228004712869,1,1,1
54,random,fixed-total,7,100,1,0.504020678898907,0.668285810454873,0.166630187489969,1,1,1
54,random,fixed-total,7,100,1,0.577204815456676,0.736684871091168,0.182613327447834,1,1,1
54,random,fixed-total,7,100,1,0.629449564622853,0.778971494347901,0.200645031501433,1,1,1
54,random,fixed-total,7,100,1,0.633876950330662,0.77133580619569,0.213692434951548,1,1,1
54,random,fixed-total,7,100,1,0.580763846256011,0.669104196459312,0.218483543151226,1,1,1
54,random,fixed-total,7,100,1,0.578860911304172,0.697971852987504,0.215868948270687,1,1,1
54,random,fixed-total,7,100,1,0.649861522357271,0.724216103578336,0.202207772330915,1,1,1
54,random,fixed-total,7,300,1,0.569518971660341,0.633287472959317,0.151754365260046,1,1,1
54,random,fixed-total,7,300,1,0.740932949302743,0.793587772325748,0.193620788664526,1,1,1
54,random,fixed-total,7,300,1,0.750088612787823,0.815067001303285,0.195217224930736,1,1,1
54,random,fixed-total,7,300,1,0.621319267609572,0.654666570674778,0.172132546825496,1,1,1
54,random,fixed-total,7,300,1,0.534888210308445,0.678932324052701,0.170490506550224,1,1,1
54,random,fixed-total,7,300,1,0.614696787069842,0.739803832334301,0.210940336534736,1,1,1
54,random,fixed-total,7,300,1,0.614361216830721,0.711093978282919,0.209038360300801,1,1,1
54,random,fixed-total,15,100,1,0.563471425027453,0.87044966241854,0.269017628005114,0,1,0
54,random,fixed-total,15,100,1,0.604121900761913,0.835085652058984,0.289251026845344,0,1,0
54,random,fixed-total,15,100,1,0.625505055416962,0.806567367810077,0.30344721608104,0,1,0
54,random,fixed-total,15,100,1,0.64149295191192,0.768164121825402,0.312478960388226,0,1,0
54,random,fixed-total,15,100,1,0.680077494961397,0.814652392209785,0.313313530843911,0,1,0
54,random,fixed-total,15,100,1,0.690868532664049,0.826061910829912,0.306531874184871,0,1,0
54,random,fixed-total,15,100,1,0.693709150873542,0.913290672794904,0.297322353942118,0,1,0
54,random,fixed-total,15,100,1,0.698476579983849,0.915286366818405,0.283440248119374,0,1,0
54,random,fixed-total,15,100,1,0.654279125942254,0.867776316603432,0.262984711620199,0,1,0
54,random,fixed-total,15,100,1,0.61761839519141,0.831644706121648,0.242325018141471,1,1,1
54,random,fixed-total,15,100,1,0.624773191170916,0.836071936341899,0.221833615559288,1,1,1
54,random,fixed-total,15,100,1,0.590546895522925,0.675853206412802,0.202767378055787,1,1,1
54,random,fixed-total,15,100,1,0.587143302551551,0.613103321487911,0.192760488880328,1,1,1
54,random,fixed-total,15,100,1,0.56876146013798,0.691246805299231,0.189350746836916,1,1,1
54,random,fixed-total,15,100,1,0.596822809504948,0.720659737402898,0.191967544013797,1,1,1
54,random,fixed-total,15,100,1,0.635045647581677,0.703767078008588,0.195074419418071,1,1,1
54,random,fixed-total,15,100,1,0.659564105587983,0.720015889367327,0.197220838717274,1,1,1
54,random,fixed-total,15,100,1,0.707454127392078,0.789598679391201,0.193658900604137,1,1,1
54,random,fixed-total,15,100,1,0.662017879121143,0.755512890269558,0.180935288882446,1,1,1
54,random,fixed-total,15,100,1,0.662909644691671,0.762537239725244,0.172529351628837,1,1,1
54,random,fixed-total,15,300,1,0.597699460402109,0.837367560762533,0.287238623643833,0,1,0
54,random,fixed-total,15,300,1,0.670812993179122,0.802959474955033,0.310774788472336,0,1,0
54,random,fixed-total,15,300,1,0.682154952266548,0.898784452072247,0.281249104560564,0,1,0
54,random,fixed-total,15,300,1,0.61097949396175,0.78118994962545,0.222308670585515,1,1,1
54,random,fixed-total,15,300,1,0.584242524064826,0.675003288063347,0.191359593243681,1,1,1
54,random,fixed-total,15,300,1,0.667354626853913,0.737793882255705,0.195318052913161,1,1,1
54,random,fixed-total,15,300,1,0.662463761906407,0.759025064997401,0.176732320255641,1,1,1
54,balanced,fixed-total,15,100,1,0.209460633660106,0.558654356651472,0.135649744137853,0,1,0
54,balanced,fixed-total,15,100,1,0.114521907210801,0.50391118198097,0.113225569517438,0,1,0
54,balanced,fixed-total,15,100,1,0.116883413756419,0.522214371149262,0.0981218759440554,0,1,0
54,balanced,fixed-total,15,100,1,0.240715568407693,0.505418658341821,0.100474263122173,0,1,0
54,balanced,fixed-total,15,100,1,0.336118825965658,0.598149175545484,0.119555921061007,0,1,0
54,balanced,fixed-total,15,100,1,0.523420113856408,0.596375577474225,0.133235885099808,1,1,1
54,balanced,fixed-total,15,100,1,0.549655396330635,0.619545717606777,0.139802841444304,1,1,1
54,balanced,fixed-total,15,100,1,0.587986082520066,0.663612603710908,0.140651804567322,1,1,1
54,balanced,fixed-total,15,100,1,0.573463635017724,0.6385484849924,0.137634941361559,1,1,1
54,balanced,fixed-total,15,100,1,0.607074397618936,0.687240975396012,0.13766242207766,1,1,1
54,balanced,fixed-total,15,100,1,0.685301255051662,0.808053713277771,0.135153143895364,1,1,1
54,balanced,fixed-total,15,100,1,0.646565589663787,0.764941000681659,0.122850365122343,1,1,1
54,balanced,fixed-total,15,100,1,0.683521140420652,0.775442863436016,0.117061401073815,1,1,1
54,balanced,fixed-total,15,100,1,0.644302184307624,0.786131074561613,0.106955878041429,1,1,1
54,balanced,fixed-total,15,100,1,0.60732646051383,0.75976382785307,0.0933787076103098,1,1,1
54,balanced,fixed-total,15,100,1,0.700551194873301,0.825610272345714,0.088866696772374,1,1,1
54,balanced,fixed-total,15,100,1,0.86410326055659,0.917558650526583,0.0870933348316556,1,1,1
54,balanced,fixed-total,15,100,1,0.86209858961475,0.92752574799566,0.0786125642910486,1,1,1
54,balanced,fixed-total,15,100,1,0.852345485533735,0.91630788241103,0.0687993385445812,1,1,1
54,balanced,fixed-total,15,100,1,0.813480026479211,0.884149097726234,0.0608634152715376,1,1,1
54,balanced,fixed-total,15,300,1,0.146955318209109,0.528259969927235,0.115665729866449,0,1,0
54,balanced,fixed-total,15,300,1,0.366751502743253,0.566647803787177,0.117755356427663,1,1,1
54,balanced,fixed-total,15,300,1,0.570368371289475,0.640568935436695,0.139363195791062,1,1,1
54,balanced,fixed-total,15,300,1,0.646313747444795,0.753411896451814,0.131888643698456,1,1,1
54,balanced,fixed-total,15,300,1,0.645049928414035,0.773779255283567,0.105798662241851,1,1,1
54,balanced,fixed-total,15,300,1,0.808917681681547,0.890231556955986,0.084857531965026,1,1,1
54,balanced,fixed-total,15,300,1,0.832912756006474,0.900228490068632,0.0648313769080594,1,1,1
55,all,original,19,100,1,0.731727740950808,0.851880155295736,0.163689262440157,1,1,1
55,all,original,19,100,1,0.797900233285474,0.892334915971564,0.182971674466502,1,1,1
55,all,original,19,100,1,0.774316631744539,0.88614679348017,0.194808959678908,1,1,1
55,all,original,19,100,1,0.770468046548927,0.883915211185649,0.207908913487433,1,1,1
55,all,original,19,100,1,0.738370695496005,0.868480551999861,0.217501675099227,1,1,1
55,all,original,19,100,1,0.705502151389593,0.846783023205735,0.216124481675164,1,1,1
55,all,original,19,100,1,0.648053469716288,0.843867098385624,0.203811927593411,1,1,1
55,all,original,19,100,1,0.612914788708724,0.816420965045674,0.183421274806649,1,1,1
55,all,original,19,100,1,0.595843228350723,0.803527174943058,0.156510496205963,1,1,1
55,all,original,19,100,1,0.58723060923904,0.784526053617179,0.128423455885998,1,1,1
55,all,original,19,100,1,0.51139802108622,0.7575379585935,0.10186937179696,1,1,1
55,all,original,19,100,1,0.522094415454593,0.718263409440334,0.091509372660697,1,1,1
55,all,original,19,100,1,0.594673530364071,0.74012860890933,0.0955562889618803,1,1,1
55,all,original,19,100,1,0.655645841659212,0.81278087681193,0.0937058959431002,1,1,1
55,all,original,19,100,1,0.601471325566906,0.770766562145305,0.0782950148023937,1,1,1
55,all,original,19,100,1,0.656882685129727,0.76280081089327,0.0837562309988978,1,1,1
55,all,original,19,100,1,0.711859296754561,0.851530455892509,0.107889513963599,1,1,1
55,all,original,19,100,1,0.740234046476642,0.840919058918038,0.128913554078938,1,1,1
55,all,original,19,100,1,0.732677477494659,0.868285374395348,0.150095972862165,1,1,1
55,all,original,19,100,1,0.79321497291848,0.885102949860673,0.171230226086922,1,1,1
55,all,original,19,300,1,0.767981535326941,0.876787288249157,0.180489965528522,1,1,1
55,all,original,19,300,1,0.738113631144842,0.866392928797082,0.213845023420608,1,1,1
55,all,original,19,300,1,0.618937162258578,0.821271746124785,0.181247899535341,1,1,1
55,all,original,19,300,1,0.540241015259951,0.753442473883671,0.107267400114552,1,1,1
55,all,original,19,300,1,0.617263565863396,0.774558682622188,0.0891857332357914,1,1,1
55,all,original,19,300,1,0.702992009453644,0.818416775234606,0.106853099680478,1,1,1
55,all,original,19,300,1,0.762946225206569,0.876694162128011,0.160663099474543,1,1,1
55,random,fixed-total,7,100,1,0.624593984143502,0.799177398195194,0.196976654548958,1,1,1
55,random,fixed-total,7,100,1,0.509290709904706,0.80346012481395,0.174794471014091,1,1,1
55,random,fixed-total,7,100,1,0.426122273169123,0.735264205946743,0.144767699249439,1,1,1
55,random,fixed-total,7,100,1,0.475056481653574,0.779460986628595,0.122714835829784,1,1,1
55,random,fixed-total,7,100,1,0.518164562069796,0.725506061313048,0.0973344172849976,1,1,1
55,random,fixed-total,7,100,1,0.576009297174043,0.789563586143172,0.0742761720294607,1,1,1
55,random,fixed-total,7,100,1,0.620245560158219,0.826823170228009,0.0567213261768166,1,1,1
55,random,fixed-total,7,100,1,0.7009787139288,0.841081672851792,0.0425708855004505,1,1,1
55,random,fixed-total,7,100,1,0.758862589355822,0.845873649324599,0.0321730623727589,1,1,1
55,random,fixed-total,7,100,1,0.762856367251544,0.834659219398438,0.0247631607831593,1,1,1
55,random,fixed-total,7,100,1,0.836401032844421,0.868223312137466,0.0245667220330925,1,1,1
55,random,fixed-total,7,100,1,0.86689113909332,0.858613953886655,0.0235524906628207,1,1,1
55,random,fixed-total,7,100,1,0.850176544645532,0.853150878193632,0.0248508906183558,1,1,1
55,random,fixed-total,7,100,1,0.858291164591368,0.887970042306812,0.0265857968518343,1,1,1
55,random,fixed-total,7,100,1,0.823409492025733,0.855230123631712,0.0217265341536075,1,1,1
55,random,fixed-total,7,100,1,0.811620804312608,0.83699618379951,0.0251452756831415,1,1,1
55,random,fixed-total,7,100,1,0.786253307622319,0.83686252392074,0.0341096072511446,1,1,1
55,random,fixed-total,7,100,1,0.75649795071607,0.85067831686112,0.0382878600409329,1,1,1
55,random,fixed-total,7,100,1,0.750177561172841,0.834018481614875,0.0388550977260418,1,1,1
55,random,fixed-total,7,100,1,0.782579749666302,0.84782838816076,0.049383958103787,1,1,1
55,random,fixed-total,7,300,1,0.520002322405777,0.779300576318629,0.172179608270829,1,1,1
55,random,fixed-total,7,300,1,0.523076780299138,0.764843544694939,0.0981084750480807,1,1,1
55,random,fixed-total,7,300,1,0.69336228781428,0.8379261641348,0.0438217580166754,1,1,1
55,random,fixed-total,7,300,1,0.822049513063095,0.853832161807519,0.0242941244930242,1,1,1
55,random,fixed-total,7,300,1,0.843959067087544,0.865450348044052,0.0243877405412659,1,1,1
55,random,fixed-total,7,300,1,0.784790687550332,0.841512341527123,0.0325142476584063,1,1,1
55,random,fixed-total,7,300,1,0.766378655419571,0.840923434887817,0.0441195279149144,1,1,1
55,random,fixed-total,15,100,1,0.753669548916917,0.920535614206056,0.158815092007173,1,1,1
55,random,fixed-total,15,100,1,0.646197872831444,0.928759417705707,0.131685999736104,1,1,1
55,random,fixed-total,15,100,1,0.588674859834674,0.899809950233538,0.101009217931971,1,1,1
55,random,fixed-total,15,100,1,0.623645766215548,0.864596163163788,0.0749690100803834,1,1,1
55,random,fixed-total,15,100,1,0.633711130501353,0.862971233218504,0.0494128819097908,1,1,1
55,random,fixed-total,15,100,1,0.674604629086869,0.912599991009907,0.0288119141767772,1,1,1
55,random,fixed-total,15,100,1,0.85924503425173,0.910994660305506,0.0254864205528946,1,1,1
55,random,fixed-total,15,100,1,0.97497122015568,0.979808980067292,0.0300349894306054,1,1,1
55,random,fixed-total,15,100,1,0.989646737410949,0.991109535891546,0.0318551260365122,1,1,1
55,random,fixed-total,15,100,1,0.983964476419148,0.986872626639653,0.0317450761667759,1,1,1
55,random,fixed-total,15,100,1,0.975851295921025,0.979474958680425,0.0320548636880367,1,1,1
55,random,fixed-total,15,100,1,0.99227277693565,0.992638559943195,0.0338590520378137,1,1,1
55,random,fixed-total,15,100,1,0.989912763007761,0.991190026802088,0.0336550644628515,1,1,1
55,random,fixed-total,15,100,1,0.985378628250944,0.988680181502168,0.0334307832182756,1,1,1
55,random,fixed-total,15,100,1,0.990408783758184,0.992276890845678,0.034722450439783,1,1,1
55,random,fixed-total,15,100,1,0.98846332552678,0.991819214520446,0.0351634541550942,1,1,1
55,random,fixed-total,15,100,1,0.987294859627475,0.988870029466136,0.034665013540481,1,1,1
55,random,fixed-total,15,100,1,0.988595942399588,0.98955457829539,0.034247275396771,1,1,1
55,random,fixed-total,15,100,1,0.980768723719958,0.984624963842264,0.0329178241316667,1,1,1
55,random,fixed-total,15,100,1,0.974620468768553,0.985618295614666,0.0319125618736588,1,1,1
55,random,fixed-total,15,300,1,0.662847427194345,0.916368327381767,0.130503436558416,1,1,1
55,random,fixed-total,15,300,1,0.643987175267923,0.880055795797399,0.0510646020556505,1,1,1
55,random,fixed-total,15,300,1,0.941287663939453,0.960637725421448,0.0291255120066707,1,1,1
55,random,fixed-total,15,300,1,0.984029516425275,0.986328715087758,0.0325529972975421,1,1,1
55,random,fixed-total,15,300,1,0.98856672500563,0.990715699716645,0.0339360993736367,1,1,1
55,random,fixed-total,15,300,1,0.988118042517948,0.990081274093991,0.0346919143641154,1,1,1
55,random,fixed-total,15,300,1,0.977694596244256,0.985121629728465,0.0324151930026628,1,1,1
55,balanced,fixed-total,15,100,1,0.632316252200679,0.801944278038848,0.183971926513392,1,1,1
55,balanced,fixed-total,15,100,1,0.684663185066475,0.839058885604204,0.175320276205273,1,1,1
55,balanced,fixed-total,15,100,1,0.654282408751857,0.825270991391005,0.15221074462233,1,1,1
55,balanced,fixed-total,15,100,1,0.678425918848517,0.798854633729609,0.133888194408447,1,1,1
55,balanced,fixed-total,15,100,1,0.721935841521418,0.823806919175534,0.122162180527642,1,1,1
55,balanced,fixed-total,15,100,1,0.721124691278467,0.852964707647353,0.106813419619428,1,1,1
55,balanced,fixed-total,15,100,1,0.735394570669595,0.868821806150363,0.0943576350856168,1,1,1
55,balanced,fixed-total,15,100,1,0.745520415349741,0.88765085641408,0.0850270566011458,1,1,1
55,balanced,fixed-total,15,100,1,0.668648068967756,0.868603083033175,0.0705759944992431,1,1,1
55,balanced,fixed-total,15,100,1,0.705693865576151,0.865170158532126,0.0660212742084317,1,1,1
55,balanced,fixed-total,15,100,1,0.79326798545864,0.905652564807959,0.0629887893037507,1,1,1
55,balanced,fixed-total,15,100,1,0.836966109361432,0.929818237884279,0.0606723851814811,1,1,1
55,balanced,fixed-total,15,100,1,0.804698258232942,0.898384319418673,0.0530753367879337,1,1,1
55,balanced,fixed-total,15,100,1,0.725678832973628,0.828358515707442,0.0396798239459825,1,1,1
55,balanced,fixed-total,15,100,1,0.656962479162334,0.804436389071902,0.0332178007956874,1,1,1
55,balanced,fixed-total,15,100,1,0.681885279520547,0.806282824034374,0.0451531830243139,1,1,1
55,balanced,fixed-total,15,100,1,0.641677423059337,0.733253530774128,0.0596479491241293,1,1,1
55,balanced,fixed-total,15,100,1,0.543156660970753,0.689214012654974,0.0749648774812398,1,1,1
55,balanced,fixed-total,15,100,1,0.594851203061769,0.769721447555072,0.101499948332584,1,1,1
55,balanced,fixed-total,15,100,1,0.495323156237627,0.735792432247215,0.125996774585449,1,1,1
55,balanced,fixed-total,15,300,1,0.657087282006337,0.822091385011352,0.170500982446998,1,1,1
55,balanced,fixed-total,15,300,1,0.707162150549467,0.825208753517499,0.120954598185172,1,1,1
55,balanced,fixed-total,15,300,1,0.716521018329031,0.875025248532539,0.0833202287286686,1,1,1
55,balanced,fixed-total,15,300,1,0.778642653465408,0.900213653741455,0.0632274828978878,1,1,1
55,balanced,fixed-total,15,300,1,0.729113190122968,0.843726408066006,0.0419909871765346,1,1,1
55,balanced,fixed-total,15,300,1,0.622239787850213,0.742916789154492,0.0599220032098943,1,1,1
55,balanced,fixed-total,15,300,1,0.545087179649698,0.752756939901143,0.113748361459016,1,1,1
