seed,hiddenCount,hiddenFraction,T,durationSteps,mode,checkpointGO,eventGOLoss,eventGODeviation,postGOLoss,postGODeviation,eventGOPreservation,eventMinGO,eventPairDistanceIncrease,eventPairDistanceDeviation,postPairDistanceIncrease,postPairDistanceDeviation,eventInputMass,eventActiveNeighbors,eventFreshNeighbors,eventInputConcentration,meanPredictionError,p90PredictionError,predictionErrorCount,recoveryTime
213,7,0.466666666666667,3,10,none,0.674500413219376,-0.00365676240280447,0.00365676240280447,-0.00576189804449498,0.00576189804449498,1.00546509601132,0.67004749100485,-1.83099970851308e-06,1.83099970851308e-06,-9.05505784228083e-05,9.05505784228083e-05,0.09625452574583,8,8,0.406785604450122,NaN,NaN,0,1.2
213,7,0.466666666666667,3,10,hold,0.674500413219376,-9.03705219545969e-07,2.07793311815196e-05,5.85457968785952e-06,6.91902667742439e-06,1.00000135060342,0.66863734751703,-6.03191565029526e-09,6.38053282986384e-09,1.04418181998134e-07,1.06367223186576e-07,0.180477235773431,15,8,0.380255559108386,0.0126587615334026,0.0229653935269061,1400,1.2
213,7,0.466666666666667,3,10,mean,0.674500413219376,-4.05615538818349e-05,4.11013053825515e-05,-5.79885852282191e-06,7.89860886399985e-06,1.00006061995884,0.668637346764887,1.76901862047885e-08,1.76901862047885e-08,-1.23629886750187e-08,3.91143751909961e-08,0.180477235773431,15,8,0.379887230907309,0.0214066048166339,0.0256688525436206,1400,1.2
213,7,0.466666666666667,3,10,kalman,0.674500413219376,-4.07631560002675e-05,4.13064547315378e-05,-7.33887441961678e-06,9.61650708273365e-06,1.00006092125676,0.668637346802457,1.84939285774455e-08,1.84939285774455e-08,-4.60382941835924e-08,5.82456615383364e-08,0.180477235773431,15,8,0.379817861142803,0.0214065976823863,0.0256688525436206,1400,1.2
213,7,0.466666666666667,3,10,kalman-gm,0.674500413219376,-1.60103173529436e-05,2.31187778497288e-05,2.65880375370231e-06,3.73866624505115e-06,1.00002392770212,0.668637346994193,1.19609373905316e-08,1.19609373905316e-08,6.10364307412903e-08,6.10364307412903e-08,0.180477235773431,15,8,0.381063592676895,0.0197561382991616,0.0133510080069699,1400,1.2
213,7,0.466666666666667,6,20,none,0.674500413219376,-0.00580077443698594,0.00580077443698594,-0.00639859771242252,0.00639859771242252,1.00867930806054,0.67004749100485,-7.05117860411442e-06,7.05117860411442e-06,-8.34248820345151e-05,8.34248820345151e-05,0.09625452574583,8,8,0.406743177093722,NaN,NaN,0,1.2
213,7,0.466666666666667,6,20,hold,0.674500413219376,0.000263810644121609,0.000324526428113381,7.20528666794174e-05,9.76040258592326e-05,0.999605277903002,0.665747731872512,-7.10322169888977e-08,8.15553146432668e-08,3.6462509979468e-06,3.6462509979468e-06,0.180477235773431,15,8,0.380531713632547,0.018535452451963,0.0338943968957897,2800,1.2
213,7,0.466666666666667,6,20,mean,0.674500413219376,-0.000402179494234051,0.000402449371525088,-0.00530584617994075,0.00530584617994075,1.00060175408715,0.667182601578115,-1.3229037755802e-07,1.96971661220458e-07,-8.6665906938555e-05,8.6665906938555e-05,0.180477235773431,15,8,0.383377831289008,0.0384017131016042,0.0424803532987084,2800,1.2
213,7,0.466666666666667,6,20,kalman,0.674500413219376,-0.000487360913816381,0.000487632563182017,-0.00533212052599481,0.00533212052599481,1.00072920530761,0.667182200502042,-1.65248401598483e-07,2.37450699905328e-07,-8.86207025903191e-05,8.86207025903191e-05,0.180477235773431,15,8,0.383053059570251,0.0384016204182168,0.0424803532987084,2800,1.2
213,7,0.466666666666667,6,20,kalman-gm,0.674500413219376,0.000186130973946913,0.000254354936944362,2.16728283906509e-05,3.56177239843358e-05,0.999721504761124,0.665747730503199,-1.64006730335453e-08,5.20000316167613e-08,1.35308579683469e-06,1.35308579683469e-06,0.180477235773431,15,8,0.381337085968569,0.0253789654748633,0.0196333610560497,2800,1.2
213,7,0.466666666666667,10.2,34,none,0.674500413219376,-0.00768773541596435,0.00768773541596435,-0.0348251803860723,0.0348251803860723,1.01149749096056,0.67004749100485,-1.73896401113038e-05,1.73896401113038e-05,-0.000367512416880004,0.000367512416880004,0.09625452574583,8,8,0.406629171916534,NaN,NaN,0,1.2
213,7,0.466666666666667,10.2,34,hold,0.674500413219376,0.000531225584759673,0.000566940943838523,0.000207582840845018,0.000261427534913317,0.999205518786962,0.665747731872512,1.15905832274754e-06,1.24881569429587e-06,2.19688232640375e-05,2.19688232640375e-05,0.180477235773431,15,8,0.380907743806143,0.0291371885414366,0.0516077032335307,4760,1.2
213,7,0.466666666666667,10.2,34,mean,0.674500413219376,-0.00145783403193251,0.00145799278328018,-0.00565073827134427,0.00565073827134427,1.00218028231946,0.667182601578115,-3.47199038881343e-06,3.51003820273251e-06,-0.000127119048245239,0.000127119048245239,0.180477235773431,15,8,0.385570471949269,0.0521980301433596,0.0665897162405091,4760,1.2
213,7,0.466666666666667,10.2,34,kalman,0.674500413219376,-0.00170718054654593,0.00170734034029042,-0.00579517993041004,0.00579517993041004,1.00255319568636,0.667182200502042,-4.26880665908438e-06,4.31127859926488e-06,-0.0001381820801808,0.0001381820801808,0.180477235773431,15,8,0.384339934845474,0.0521977858182981,0.0665929887222942,4760,1.2
213,7,0.466666666666667,10.2,34,kalman-gm,0.674500413219376,0.000326936708533614,0.000367068535051297,0.000103588887537593,0.000134883958195353,0.999511045626878,0.665747730503199,7.17549009654483e-07,7.57784718272311e-07,1.30882540450833e-05,1.30882540450833e-05,0.180477235773431,15,8,0.382510987772095,0.0357021434176797,0.0295376651875037,4760,1.2
213,7,0.466666666666667,18,60,none,0.674500413219376,-0.00894008806070071,0.00894008806070071,-0.0520703634526684,0.0520703634526684,1.01332528633081,0.67004749100485,-3.28253810830394e-05,3.28253810830394e-05,-0.00048768154718318,0.00048768154718318,0.09625452574583,8,8,0.408437512632948,NaN,NaN,0,1.2
213,7,0.466666666666667,18,60,hold,0.674500413219376,0.00105549303958076,0.00135685857603629,-0.00193008361953906,0.00195552612424473,0.998426777580143,0.665747731872512,1.26377834851939e-05,1.2688645995738e-05,8.04946069408502e-05,8.04946069408502e-05,0.180477235773431,15,8,0.382500376937846,0.0512803963790573,0.0867990601112503,8400,1.2
213,7,0.466666666666667,18,60,mean,0.674500413219376,-0.00344971594774597,0.00344980590684299,-0.00960353094494944,0.00960353094494944,1.00514183444856,0.667182601578115,-1.64795441389578e-05,1.65011045668452e-05,-0.000272620269315518,0.000272620269315518,0.180477235773431,15,8,0.387979012496805,0.0749637389712081,0.113208224645561,8400,1.2
213,7,0.466666666666667,18,60,kalman,0.674500413219376,-0.00435252022874049,0.00435261077852903,-0.00787803100414808,0.00787803100414808,1.00648747282072,0.667182200502042,-2.55884337026742e-05,2.56125011354432e-05,-0.000351736971076728,0.000351736971076728,0.180477235773431,15,8,0.382437368792527,0.0749599988314078,0.113186681939453,8400,1.2
213,7,0.466666666666667,18,60,kalman-gm,0.674500413219376,0.000259244026666516,0.000711703200919711,-0.00210966479126208,0.0021246776649209,0.999613594311216,0.665747730503199,5.70763124005576e-06,5.7304314749392e-06,4.40909060563288e-05,4.40909060563288e-05,0.180477235773431,15,8,0.385473296235122,0.0568677144629111,0.0551553985468494,8400,1.2
213,7,0.466666666666667,30,100,none,0.674500413219376,-0.0140517574452862,0.0140517574452862,-0.0558660498034676,0.0558660498034676,1.02086742766089,0.67004749100485,-4.50728033582859e-05,4.50728033582859e-05,-0.000301091955055707,0.000301091955055707,0.09625452574583,8,8,0.411861695980609,NaN,NaN,0,1.2
213,7,0.466666666666667,30,100,hold,0.674500413219376,1.0669772910159e-05,0.00172504221723917,-0.0034227336277711,0.00373240861219266,0.999984154956045,0.665747731872512,5.25620226083018e-05,5.25925401146282e-05,0.000330010407832846,0.000330010407832846,0.180477235773431,15,8,0.384724980446299,0.0829773705082527,0.14269936065566,14000,1.2
213,7,0.466666666666667,30,100,mean,0.674500413219376,-0.00948203917844158,0.00948209315389979,-0.0140784236298537,0.0140784236298537,1.01408121136479,0.667182601578115,-6.03901908183574e-05,6.04031270750899e-05,-0.000670355697981791,0.000670355697981791,0.180477235773431,15,8,0.390873380613508,0.115656719332578,0.190549062063104,14000,1.2
