N,goThreshold,loThreshold,pairDistanceThreshold,goMedian,loMedian,pairDistanceMedian,scoreThreshold
20,0.395827854354031,0.592617187213409,0.251422050759178,0.712993318977591,0.828643150917782,0.135515687278832,-0.311254917333156
