profile,N,nNeurons,nSteps,seed,k,policy,strengthMode,meanGO,meanPairDistanceNorm,meanNearestDistanceNorm,meanInputAmplitude,meanVisibleNeighbors,meanAngularCoverage,meanInputConcentration,meanFieldPeak,meanBumpConcentration,meanSpeed,socialUnionLccFraction,socialAlgebraicConnectivity
pilot,20,60,2000,1,10,balanced,original,0.138234547981168,0.385293914602667,0.107659570310869,0.12,10,0.816728551898501,0.133068633161699,0.0286219205831164,0.621184050058487,0.954403406428778,1,7.40747373568117
pilot,20,60,2000,1,10,balanced,fixed-total,0.157737473260664,0.382375863932554,0.122473885219777,0.228000000000001,10,0.819949291476963,0.137209212317493,0.054232514517604,0.615004333397791,0.953962708433672,1,7.71930678477973
pilot,20,60,2000,1,15,random,original,0.11698553912248,0.384874667351176,0.126854444903787,0.18,15,0.791114997024943,0.213195218157467,0.0523542232130152,0.615520611183346,0.954056834403641,1,15.6932716636774
pilot,20,60,2000,1,15,random,fixed-total,0.176079277390243,0.321439700656029,0.079312389837623,0.228000000000001,15,0.653756900308816,0.338794848317054,0.0852936567510406,0.606654495318253,0.952410056829538,1,15.6932716636774
pilot,20,60,2000,1,15,nearest,original,0.0963917352808428,0.387678075200995,0.114988500537757,0.18,15,0.794640832723569,0.204518733575093,0.0493008873810118,0.616744577159171,0.954131716168182,1,12.0700887013934
pilot,20,60,2000,1,15,nearest,fixed-total,0.156974231129519,0.378303963987626,0.108848067799803,0.228000000000001,15,0.786374087353191,0.233635723355759,0.0655370057149308,0.613587116720893,0.953683403346606,1,12.5567137998765
pilot,20,60,2000,1,15,balanced,original,0.125102248594913,0.383051778692897,0.123172866829949,0.18,15,0.835058524531756,0.18462794560323,0.0466175509609368,0.615802699567817,0.954074079862236,1,13.9123852742808
pilot,20,60,2000,1,15,balanced,fixed-total,0.0621746641713662,0.332916558102555,0.0950424491959126,0.228000000000001,15,0.727095829411446,0.34506638351246,0.0746098234620665,0.614099475698864,0.953775006895405,1,13.5525045640215
pilot,20,60,2000,2,19,all,original,0.324951558616015,0.335689064243644,0.0917445274276156,0.228000000000001,19,0.761962531180064,0.412276496358236,0.0858607116280895,0.614956010807248,0.953890312570306,1,20
pilot,20,60,2000,2,0,random,original,0.116784536649944,0.385930072586664,0.103144060562515,0,0,0,0,0,0.636910753643249,0.955366130464872,0.05,0
pilot,20,60,2000,2,0,random,fixed-total,0.116784536649944,0.385930072586664,0.103144060562515,0,0,0,0,0,0.636910753643249,0.955366130464872,0.05,0
pilot,20,60,2000,2,0,nearest,original,0.116784536649944,0.385930072586664,0.103144060562515,0,0,0,0,0,0.636910753643249,0.955366130464872,0.05,0
pilot,20,60,2000,2,0,nearest,fixed-total,0.116784536649944,0.385930072586664,0.103144060562515,0,0,0,0,0,0.636910753643249,0.955366130464872,0.05,0
pilot,20,60,2000,2,0,balanced,original,0.116784536649944,0.385930072586664,0.103144060562515,0,0,0,0,0,0.636910753643249,0.955366130464872,0.05,0
pilot,20,60,2000,2,0,balanced,fixed-total,0.116784536649944,0.385930072586664,0.103144060562515,0,0,0,0,0,0.636910753643249,0.955366130464872,0.05,0
pilot,20,60,2000,2,1,random,original,0.117931117062501,0.384975100137041,0.10791240277241,0.012,1,0,1,0.0119662668000648,0.636910753643249,0.955366130464872,1,1.00209442012699
pilot,20,60,2000,2,1,random,fixed-total,0.255009260154945,0.0953498215421104,0.0296720975212285,0.228000000000001,1,0,1,0.227356652814474,0.617892055628922,0.953689171980292,1,1.00209442012699
pilot,20,60,2000,2,1,nearest,original,0.117133687289033,0.381813569133086,0.110581981816507,0.012,1,0,1,0.0119653118730122,0.636910753643249,0.955366130464872,1,0.0256655822738141
pilot,20,60,2000,2,1,nearest,fixed-total,0.499294653069826,0.373938378568692,0.0166898683353221,0.228000000000001,1,0,1,0.227358054533761,0.5949501703081,0.948212554407142,0.25,2.97870418530889e-17
pilot,20,60,2000,2,1,balanced,original,0.117133687289033,0.381813569133086,0.110581981816507,0.012,1,0,1,0.0119653118730122,0.636910753643249,0.955366130464872,1,0.0256655822738141
pilot,20,60,2000,2,1,balanced,fixed-total,0.499294653069826,0.373938378568692,0.0166898683353221,0.228000000000001,1,0,1,0.227358054533761,0.5949501703081,0.948212554407142,0.25,2.97870418530889e-17
pilot,20,60,2000,2,2,random,original,0.0985771360170716,0.383026706638573,0.0968284753320874,0.024,2,0.252139409433704,0.630813030804408,0.0142999444772276,0.636910753643249,0.955366130464872,1,2.03042242083748
pilot,20,60,2000,2,2,random,fixed-total,0.31804131983572,0.152445104487419,0.0426681785142056,0.228000000000001,2,0.173151064701052,0.765475091242421,0.162478798589912,0.620015483143265,0.954068992682579,1,2.03042242083748
pilot,20,60,2000,2,2,nearest,original,0.118836407546844,0.384059061835481,0.109326970000818,0.024,2,0.233682031502962,0.659231148983515,0.0149821596356977,0.636910753643249,0.955366130464872,1,0.122361217865494
pilot,20,60,2000,2,2,nearest,fixed-total,0.561954108754867,0.332646601613098,0.0397352000924955,0.228000000000001,2,0.181420949492466,0.765371767696278,0.151547398022741,0.617842599474977,0.953440145861234,1,0.0011420543562326
pilot,20,60,2000,2,2,balanced,original,0.116766601183102,0.383580937390301,0.113785516713052,0.024,2,0.475130549799318,0.0776551995438511,0.0119828757170186,0.636910753643249,0.955366130464872,1,0.914636549382917
pilot,20,60,2000,2,2,balanced,fixed-total,0.0519856412165701,0.377932948767601,0.102984397175427,0.228000000000001,2,0.464596469818916,0.110200356889684,0.113834613744694,0.609107297724663,0.950957641277494,1,0.83393920145138
pilot,20,60,2000,2,3,random,original,0.111279440805724,0.384761187324977,0.113785369171893,0.0359999999999998,3,0.389533026840688,0.523366034514346,0.0181397233231909,0.636910753643249,0.955366130464872,1,3.0647362149026
pilot,20,60,2000,2,3,random,fixed-total,0.153702821475762,0.157111116028185,0.0506862737701354,0.228000000000001,3,0.281067447039921,0.684732121363147,0.144666448157883,0.616438817722993,0.95365866698439,1,3.0647362149026
pilot,20,60,2000,2,3,nearest,original,0.111560121105735,0.386844719116551,0.112584416659513,0.0359999999999998,3,0.356054805319517,0.580619499950473,0.0187363249061691,0.636898083313921,0.955365322178122,1,0.195813796288761
pilot,20,60,2000,2,3,nearest,fixed-total,0.21330833676856,0.33658295120705,0.0575683479945041,0.228000000000001,3,0.256658136251768,0.717838388787939,0.148898128607862,0.621912459661676,0.953905317204082,1,0.0827766539206021
pilot,20,60,2000,2,3,balanced,original,0.112745141639041,0.385155321404925,0.111338153738416,0.0359999999999998,3,0.519466424964526,0.293779059942082,0.0120064134223836,0.636910753643249,0.955366130464872,1,1.75301165831131
pilot,20,60,2000,2,3,balanced,fixed-total,0.222324373656208,0.385116935607672,0.120153808812748,0.228000000000001,3,0.518227489862326,0.296279713204423,0.0760163412217633,0.608880411440239,0.952729549114474,1,1.95169523132848
pilot,20,60,2000,2,4,random,original,0.0997237153440235,0.385129507566843,0.109405487250849,0.048,4,0.482790604954356,0.443821365430153,0.0222020872706056,0.636910753643249,0.955366130464872,1,4.12307236034238
pilot,20,60,2000,2,4,random,fixed-total,0.427081862681328,0.170514305587682,0.0537264404474345,0.228000000000001,4,0.322862451617544,0.676026795306852,0.141446865769753,0.617340827003538,0.953910427565361,1,4.12307236034238
pilot,20,60,2000,2,4,nearest,original,0.189983734949465,0.377226981839244,0.103097556598753,0.048,4,0.440673937588209,0.511900856505624,0.0237009657733973,0.635914393827546,0.95530451020011,1,0.477993884842127
pilot,20,60,2000,2,4,nearest,fixed-total,0.473022577037079,0.326872311175698,0.034322157338749,0.228000000000001,4,0.295910941186227,0.704736868470342,0.151350780446396,0.622168597818559,0.954087014758232,1,0.0686348450367014
pilot,20,60,2000,2,4,balanced,original,0.117188649964453,0.383877674997547,0.114042675459665,0.048,4,0.700735229387543,0.0877571189778571,0.0122073806568078,0.636305786122565,0.955328962150493,1,2.71797237255431
pilot,20,60,2000,2,4,balanced,fixed-total,0.143582169238084,0.388467342815753,0.114985682800086,0.228000000000001,4,0.701133315210437,0.0860582759680241,0.0579728237497166,0.615389510647873,0.954031324494048,1,2.6005413154921
