seed,focal,startIndex,q,tau,T,predictionSquaredError,holdSquaredError,variance,covered,intervalCoversCircle,periodicJump,historyNIS,estimatedStartRate
138,1,6001,0.001,10,3,0.00142408019320363,0.0015470590841973,0.0107863916939769,1,0,0,0.652033301958515,-0.00202590177218323
138,1,6001,0.001,10,10.2,0.0128201448061135,0.0150123053866208,0.195633822770458,1,0,0,0.652033301958515,-0.00202590177218323
138,1,6001,0.001,10,30,0.127075119355683,0.138437030182575,1.64031431819048,1,0,0,0.652033301958515,-0.00202590177218323
138,1,6001,0.001,10,60,0.629370702283072,0.655909811610098,4.55111307057444,1,1,0,0.652033301958515,-0.00202590177218323
138,1,6001,0.001,10,120,2.49243049145336,2.54513248605671,10.5463948068393,1,1,0,0.652033301958515,-0.00202590177218323
138,1,6001,0.001,30,3,0.0013704594295606,0.0015470590841973,0.0127301796854765,1,0,0,0.651774118083913,-0.00208584680321444
138,1,6001,0.001,30,10.2,0.0116922064717254,0.0150123053866208,0.312287078929745,1,0,0,0.651774118083913,-0.00208584680321444
138,1,6001,0.001,30,30,0.113002169172726,0.138437030182575,4.70682817600666,1,1,0,0.651774118083913,-0.00208584680321444
138,1,6001,0.001,30,60,0.576715287136284,0.655909811610098,20.8738597579583,1,1,0,0.651774118083913,-0.00208584680321444
138,1,6001,0.001,30,120,2.36408990107084,2.54513248605671,68.8871535361524,1,1,0,0.651774118083913,-0.00208584680321444
138,1,6001,0.001,60,3,0.00135578330899149,0.0015470590841973,0.0132834246339657,1,0,0,0.651758927962723,-0.0021016977003047
138,1,6001,0.001,60,10.2,0.0113313697929077,0.0150123053866208,0.354545237848707,1,0,0,0.651758927962723,-0.0021016977003047
138,1,6001,0.001,60,30,0.106336256701392,0.138437030182575,6.55199414082346,1,1,0,0.651758927962723,-0.0021016977003047
138,1,6001,0.001,60,60,0.53847618133916,0.655909811610098,36.9783637853718,1,1,0,0.651758927962723,-0.0021016977003047
138,1,6001,0.001,60,120,2.21994998053306,2.54513248605671,165.737617120519,1,1,0,0.651758927962723,-0.0021016977003047
