seed,focal,startIndex,q,T,kalmanSquaredError,holdSquaredError,variance,covered
101,6,61,1e-08,30,3.98726058102023e-05,0.000844492734574107,0.000511393838153745,1
101,6,61,1e-08,60,0.0092774782701522,0.0198356171151593,0.00188882742211014,0
101,6,61,1e-08,120,1.15519753757305,1.35226134711808,0.00965274561946435,0
101,6,41,1e-06,30,0.000794023277956545,0.0397040061804919,0.0175581569974071,1
101,6,41,1e-06,60,0.00323548837954884,0.158628235587602,0.105439709753164,1
101,6,41,1e-06,120,0.0532690747041342,0.462146814686651,0.70847130360818,1
101,6,61,1e-06,30,0.00010491709393304,0.000844492734574107,0.0175581569974071,1
101,6,61,1e-06,60,0.01065695745416,0.0198356171151593,0.105439709753164,1
101,6,61,1e-06,120,1.18305414590169,1.35226134711808,0.70847130360818,1
101,6,41,0.0001,30,0.000855636331496847,0.0397040061804919,1.68021537013102,1
101,6,41,0.0001,60,0.00345052102605075,0.158628235587602,10.3200544534141,1
101,6,41,0.0001,120,0.0548658485492826,0.462146814686651,70.0789037415827,1
101,6,61,0.0001,30,0.000104186777562789,0.000844492734574107,1.68021537013102,1
101,6,61,0.0001,60,0.0106364776262337,0.0198356171151593,10.3200544534141,1
101,6,61,0.0001,120,1.18256191846556,1.35226134711808,70.0789037415827,1
101,7,41,1e-08,30,0.0227031882271356,0.0550316503900965,0.000511393838153745,0
101,7,41,1e-08,60,0.244992992539034,0.122653902954457,0.00188882742211014,0
101,7,41,1e-08,120,2.01561472542071,0.119239587009091,0.00965274561946435,0
101,7,61,1e-08,30,0.00193587841859248,0.000413616706986365,0.000511393838153745,1
101,7,61,1e-08,60,0.00175845285775324,4.98343452200405e-05,0.00188882742211014,1
101,7,61,1e-08,120,0.00217892974073888,0.00280673829397379,0.00965274561946435,1
101,7,41,1e-06,30,0.078781189760385,0.0550316503900965,0.0175581569974071,0
101,7,41,1e-06,60,0.463097259398707,0.122653902954457,0.105439709753164,0
101,7,41,1e-06,120,2.94585649440451,0.119239587009091,0.70847130360818,0
101,7,61,1e-06,30,0.00356885927934702,0.000413616706986365,0.0175581569974071,1
101,7,61,1e-06,60,0.0051763423778145,4.98343452200405e-05,0.105439709753164,1
101,7,61,1e-06,120,0.0110744176389444,0.00280673829397379,0.70847130360818,1
101,7,41,0.0001,30,0.0753658350249665,0.0550316503900965,1.68021537013102,1
